STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       2559;2014010100;    3;  -3.5;  75.0;eor
       2559;2014010101;    3;  -4.9;  84.0;eor
       2559;2014010102;    3;  -4.5;  81.0;eor
       2559;2014010103;    3;   1.0;  54.0;eor
       2559;2014010104;    3;  -0.4;  63.0;eor
       2559;2014010105;    3;   0.8;  63.0;eor
       2559;2014010106;    3;   1.3;  66.0;eor
       2559;2014010107;    3;   2.2;  68.0;eor
       2559;2014010108;    3;   2.3;  63.0;eor
       2559;2014010109;    3;   3.4;  64.0;eor
       2559;2014010110;    3;   5.6;  62.0;eor
       2559;2014010111;    3;   6.8;  59.0;eor
       2559;2014010112;    3;   8.0;  57.0;eor
       2559;2014010113;    3;   7.9;  56.0;eor
       2559;2014010114;    3;   8.4;  56.0;eor
       2559;2014010115;    3;   7.1;  64.0;eor
       2559;2014010116;    3;   2.8;  78.0;eor
       2559;2014010117;    3;   0.6;  82.0;eor
       2559;2014010118;    3;  -0.9;  86.0;eor
       2559;2014010119;    3;  -1.4;  89.0;eor
       2559;2014010120;    3;  -2.0;  87.0;eor
       2559;2014010121;    3;  -1.7;  87.0;eor
       2559;2014010122;    3;  -1.6;  87.0;eor
       2559;2014010123;    3;  -1.6;  87.0;eor
       2559;2014010200;    3;  -1.8;  87.0;eor
       2559;2014010201;    3;  -2.5;  88.0;eor
       2559;2014010202;    3;  -1.7;  86.0;eor
       2559;2014010203;    3;  -2.7;  88.0;eor
       2559;2014010204;    3;  -3.1;  91.0;eor
       2559;2014010205;    3;  -2.2;  89.0;eor
       2559;2014010206;    3;  -0.3;  78.0;eor
       2559;2014010207;    3;  -0.4;  79.0;eor
       2559;2014010208;    3;  -0.3;  81.0;eor
       2559;2014010209;    3;   0.5;  79.0;eor
       2559;2014010210;    3;   1.6;  72.0;eor
       2559;2014010211;    3;   2.0;  80.0;eor
       2559;2014010212;    3;   3.8;  71.0;eor
       2559;2014010213;    3;   7.0;  65.0;eor
       2559;2014010214;    3;   7.2;  65.0;eor
       2559;2014010215;    3;   6.9;  68.0;eor
       2559;2014010216;    3;   6.2;  71.0;eor
       2559;2014010217;    3;   4.6;  79.0;eor
       2559;2014010218;    3;   5.5;  73.0;eor
       2559;2014010219;    3;   5.7;  75.0;eor
       2559;2014010220;    3;   4.8;  79.0;eor
       2559;2014010221;    3;   1.5;  89.0;eor
       2559;2014010222;    3;   0.9;  90.0;eor
       2559;2014010223;    3;   0.4;  94.0;eor
       2559;2014010300;    3;   0.2;  94.0;eor
       2559;2014010301;    3;   0.8;  92.0;eor
       2559;2014010302;    3;   0.8;  87.0;eor
       2559;2014010303;    3;  -0.4;  92.0;eor
       2559;2014010304;    3;  -0.9;  91.0;eor
       2559;2014010305;    3;  -0.6;  88.0;eor
       2559;2014010306;    3;  -0.7;  84.0;eor
       2559;2014010307;    3;  -1.7;  87.0;eor
       2559;2014010308;    3;  -1.4;  86.0;eor
       2559;2014010309;    3;   0.0;  83.0;eor
       2559;2014010310;    3;   3.0;  73.0;eor
       2559;2014010311;    3;   4.7;  64.0;eor
       2559;2014010312;    3;   6.0;  62.0;eor
       2559;2014010313;    3;   7.8;  49.0;eor
       2559;2014010314;    3;   7.7;  52.0;eor
       2559;2014010315;    3;   7.5;  49.0;eor
       2559;2014010316;    3;   5.3;  63.0;eor
       2559;2014010317;    3;   3.2;  67.0;eor
       2559;2014010318;    3;   4.0;  66.0;eor
       2559;2014010319;    3;   5.8;  60.0;eor
       2559;2014010320;    3;   6.5;  61.0;eor
       2559;2014010321;    3;   5.9;  63.0;eor
       2559;2014010322;    3;   5.0;  64.0;eor
       2559;2014010323;    3;   3.6;  72.0;eor
       2559;2014010400;    3;   7.0;  54.0;eor
       2559;2014010401;    3;   5.5;  64.0;eor
       2559;2014010402;    3;   4.2;  72.0;eor
       2559;2014010403;    3;   3.5;  77.0;eor
       2559;2014010404;    3;   3.7;  78.0;eor
       2559;2014010405;    3;   2.8;  80.0;eor
       2559;2014010406;    3;   3.2;  82.0;eor
       2559;2014010407;    3;   3.0;  82.0;eor
       2559;2014010408;    3;   3.5;  82.0;eor
       2559;2014010409;    3;   3.5;  81.0;eor
       2559;2014010410;    3;   3.4;  94.0;eor
       2559;2014010411;    3;   4.0;  88.0;eor
       2559;2014010412;    3;   4.1;  86.0;eor
       2559;2014010413;    3;   4.6;  87.0;eor
       2559;2014010414;    3;   4.5;  88.0;eor
       2559;2014010415;    3;   4.0;  95.0;eor
       2559;2014010416;    3;   3.8;  95.0;eor
       2559;2014010417;    3;   3.9;  98.0;eor
       2559;2014010418;    3;   4.0;  98.0;eor
       2559;2014010419;    3;   4.2;  96.0;eor
       2559;2014010420;    3;   3.8;  97.0;eor
       2559;2014010421;    3;   3.8;  93.0;eor
       2559;2014010422;    3;   3.7;  91.0;eor
       2559;2014010423;    3;   1.5;  98.0;eor
       2559;2014010500;    3;   1.2;  99.0;eor
       2559;2014010501;    3;   2.2;  99.0;eor
       2559;2014010502;    3;   2.0;  99.0;eor
       2559;2014010503;    3;   2.1;  99.0;eor
       2559;2014010504;    3;   4.4;  93.0;eor
       2559;2014010505;    3;   3.7;  90.0;eor
       2559;2014010506;    3;   3.2;  92.0;eor
       2559;2014010507;    3;   2.4;  95.0;eor
       2559;2014010508;    3;   2.2;  95.0;eor
       2559;2014010509;    3;   2.5;  95.0;eor
       2559;2014010510;    3;   2.7;  94.0;eor
       2559;2014010511;    3;   2.8;  94.0;eor
       2559;2014010512;    3;   2.9;  94.0;eor
       2559;2014010513;    3;   3.2;  90.0;eor
       2559;2014010514;    3;   3.3;  84.0;eor
       2559;2014010515;    3;   3.2;  86.0;eor
       2559;2014010516;    3;   2.9;  87.0;eor
       2559;2014010517;    3;   1.8;  92.0;eor
       2559;2014010518;    3;   0.7;  96.0;eor
       2559;2014010519;    3;  -0.5;  98.0;eor
       2559;2014010520;    3;  -1.4;  99.0;eor
       2559;2014010521;    3;  -2.1;  99.0;eor
       2559;2014010522;    3;  -2.0;  99.0;eor
       2559;2014010523;    3;  -2.7;  99.0;eor
       2559;2014010600;    3;  -3.1;  99.0;eor
       2559;2014010601;    3;  -2.5;  99.0;eor
       2559;2014010602;    3;  -2.5;  99.0;eor
       2559;2014010603;    3;  -2.3;  96.0;eor
       2559;2014010604;    3;  -2.9;  95.0;eor
       2559;2014010605;    3;  -2.2;  94.0;eor
       2559;2014010606;    3;  -2.1;  89.0;eor
       2559;2014010607;    3;  -1.7;  86.0;eor
       2559;2014010608;    3;  -1.2;  82.0;eor
       2559;2014010609;    3;   0.8;  73.0;eor
       2559;2014010610;    3;   2.1;  74.0;eor
       2559;2014010611;    3;   4.7;  65.0;eor
       2559;2014010612;    3;   6.8;  59.0;eor
       2559;2014010613;    3;   8.4;  57.0;eor
       2559;2014010614;    3;   9.4;  54.0;eor
       2559;2014010615;    3;   8.7;  54.0;eor
       2559;2014010616;    3;   4.5;  75.0;eor
       2559;2014010617;    3;   3.5;  78.0;eor
       2559;2014010618;    3;   2.9;  81.0;eor
       2559;2014010619;    3;   2.6;  80.0;eor
       2559;2014010620;    3;   3.8;  76.0;eor
       2559;2014010621;    3;   3.9;  77.0;eor
       2559;2014010622;    3;   2.4;  83.0;eor
       2559;2014010623;    3;   1.5;  88.0;eor
       2559;2014010700;    3;   2.3;  87.0;eor
       2559;2014010701;    3;   6.2;  60.0;eor
       2559;2014010702;    3;   8.0;  52.0;eor
       2559;2014010703;    3;   8.7;  51.0;eor
       2559;2014010704;    3;   6.6;  60.0;eor
       2559;2014010705;    3;   3.7;  77.0;eor
       2559;2014010706;    3;   4.8;  75.0;eor
       2559;2014010707;    3;   5.0;  74.0;eor
       2559;2014010708;    3;   4.9;  73.0;eor
       2559;2014010709;    3;   6.1;  70.0;eor
       2559;2014010710;    3;   8.6;  61.0;eor
       2559;2014010711;    3;  10.9;  55.0;eor
       2559;2014010712;    3;  13.0;  49.0;eor
       2559;2014010713;    3;  11.4;  56.0;eor
       2559;2014010714;    3;  12.2;  51.0;eor
       2559;2014010715;    3;  10.5;  60.0;eor
       2559;2014010716;    3;   6.3;  78.0;eor
       2559;2014010717;    3;   5.6;  82.0;eor
       2559;2014010718;    3;   3.2;  88.0;eor
       2559;2014010719;    3;   3.5;  85.0;eor
       2559;2014010720;    3;   4.1;  82.0;eor
       2559;2014010721;    3;   3.3;  84.0;eor
       2559;2014010722;    3;   4.8;  80.0;eor
       2559;2014010723;    3;   4.0;  82.0;eor
       2559;2014010800;    3;   2.7;  84.0;eor
       2559;2014010801;    3;   2.2;  88.0;eor
       2559;2014010802;    3;   2.2;  87.0;eor
       2559;2014010803;    3;   3.4;  85.0;eor
       2559;2014010804;    3;   3.5;  84.0;eor
       2559;2014010805;    3;   3.7;  85.0;eor
       2559;2014010806;    3;   3.9;  93.0;eor
       2559;2014010807;    3;   4.5;  86.0;eor
       2559;2014010808;    3;   4.9;  87.0;eor
       2559;2014010809;    3;   7.5;  80.0;eor
       2559;2014010810;    3;  11.2;  67.0;eor
       2559;2014010811;    3;  12.2;  64.0;eor
       2559;2014010812;    3;  12.0;  67.0;eor
       2559;2014010813;    3;  13.2;  58.0;eor
       2559;2014010814;    3;  13.2;  62.0;eor
       2559;2014010815;    3;  11.5;  70.0;eor
       2559;2014010816;    3;   7.6;  81.0;eor
       2559;2014010817;    3;   4.7;  91.0;eor
       2559;2014010818;    3;   2.9;  94.0;eor
       2559;2014010819;    3;   3.3;  96.0;eor
       2559;2014010820;    3;   3.0;  95.0;eor
       2559;2014010821;    3;   2.6;  97.0;eor
       2559;2014010822;    3;   3.9;  94.0;eor
       2559;2014010823;    3;   3.4;  94.0;eor
       2559;2014010900;    3;   2.3;  94.0;eor
       2559;2014010901;    3;   2.0;  96.0;eor
       2559;2014010902;    3;   1.4;  96.0;eor
       2559;2014010903;    3;   0.9;  95.0;eor
       2559;2014010904;    3;   1.0;  92.0;eor
       2559;2014010905;    3;  -0.4;  97.0;eor
       2559;2014010906;    3;   0.7;  98.0;eor
       2559;2014010907;    3;   1.1;  94.0;eor
       2559;2014010908;    3;   2.9;  82.0;eor
       2559;2014010909;    3;   4.5;  75.0;eor
       2559;2014010910;    3;   7.2;  66.0;eor
       2559;2014010911;    3;   8.6;  61.0;eor
       2559;2014010912;    3;  11.8;  48.0;eor
       2559;2014010913;    3;  14.3;  29.0;eor
       2559;2014010914;    3;  13.9;  31.0;eor
       2559;2014010915;    3;  12.8;  36.0;eor
       2559;2014010916;    3;  10.9;  44.0;eor
       2559;2014010917;    3;  11.3;  40.0;eor
       2559;2014010918;    3;  12.9;  33.0;eor
       2559;2014010919;    3;  12.3;  37.0;eor
       2559;2014010920;    3;  12.9;  36.0;eor
       2559;2014010921;    3;  12.2;  41.0;eor
       2559;2014010922;    3;  10.3;  55.0;eor
       2559;2014010923;    3;   8.3;  75.0;eor
       2559;2014011000;    3;   7.3;  85.0;eor
