,Power
670,0.3204878048780488
671,0.2395121951219512
672,0.22731707317073171
673,0.46731707317073173
674,0.8268292682926829
675,0.4278048780487805
676,0.4897560975609756
677,0.2634146341463415
678,0.16731707317073172
679,0.30097560975609755
680,0.3404878048780488
681,0.36878048780487804
682,0.3024390243902439
683,0.2917073170731707
684,0.12926829268292683
685,0.16634146341463416
686,0.24
687,0.2648780487804878
688,0.18585365853658536
689,0.12536585365853659
690,0.16
691,0.3
692,0.3721951219512195
693,0.2990243902439024
694,0.30341463414634146
695,0.3429268292682927
696,0.3653658536585366
697,0.48048780487804876
698,0.45707317073170733
699,0.6395121951219512
700,0.7219512195121951
701,0.5629268292682926
702,0.5604878048780488
703,0.7195121951219512
704,0.6507317073170732
705,0.5858536585365853
706,0.435609756097561
707,0.3678048780487805
708,0.1526829268292683
709,0.11951219512195121
710,0.07073170731707316
711,0.08195121951219513
712,0.10878048780487805
713,0.11121951219512195
714,0.08439024390243903
715,0.06682926829268293
716,0.09463414634146342
717,0.0873170731707317
718,0.11219512195121951
719,0.0624390243902439
720,0.05170731707317073
721,0.02829268292682927
722,0.01951219512195122
723,0.004146341463414634
724,0.01
725,0.0023848238482384824
726,0.005420054200542005
727,0.01097560975609756
728,0.03048780487804878
729,0.10634146341463414
730,0.18585365853658536
731,0.04682926829268293
732,0.06390243902439025
733,0.23902439024390243
734,0.23902439024390243
735,0.22829268292682928
736,0.2653658536585366
737,0.19170731707317074
738,0.21170731707317073
739,0.3180487804878049
740,0.5614634146341464
741,0.7648780487804878
742,0.7112195121951219
743,0.3429268292682927
744,0.33658536585365856
745,0.3960975609756098
746,0.6946341463414634
747,0.7307317073170732
748,0.5678048780487804
749,0.5673170731707317
750,0.7985365853658537
751,0.8419512195121951
752,0.7341463414634146
753,0.708780487804878
754,0.6302439024390244
755,0.5619512195121952
756,0.5663414634146341
757,0.651219512195122
758,0.7175609756097561
759,0.631219512195122
760,0.744390243902439
761,0.7697560975609756
762,0.7917073170731708
763,0.8170731707317073
764,0.7346341463414634
765,0.6819512195121952
766,0.6565853658536586
767,0.5448780487804878
768,0.4751219512195122
769,0.5965853658536585
770,0.6673170731707317
771,0.5926829268292683
772,0.6746341463414635
773,0.5897560975609756
774,0.593170731707317
775,0.6741463414634147
776,0.7424390243902439
777,0.6317073170731707
778,0.5009756097560976
779,0.5439024390243903
780,0.6424390243902439
781,0.6546341463414634
782,0.7478048780487805
783,0.6180487804878049
784,0.5863414634146341
785,0.54
786,0.5424390243902439
787,0.666829268292683
788,0.5239024390243903
789,0.4063414634146341
790,0.39414634146341465
791,0.3751219512195122
792,0.3375609756097561
793,0.11365853658536586
794,0.3448780487804878
795,0.375609756097561
796,0.5082926829268293
797,0.47609756097560973
798,0.33170731707317075
799,0.08195121951219513
800,0.11073170731707317
801,0.2731707317073171
802,0.2224390243902439
803,0.2502439024390244
804,0.17902439024390243
805,0.3595121951219512
806,0.435609756097561
807,0.48634146341463413
808,0.39121951219512197
809,0.5560975609756098
810,0.5536585365853659
811,0.4902439024390244
812,0.6848780487804879
813,0.6414634146341464
814,0.7321951219512195
815,0.5297560975609756
816,0.8043902439024391
817,0.806829268292683
818,0.9273170731707318
819,0.922439024390244
820,0.9468292682926829
821,0.975609756097561
822,0.9946341463414634
823,0.9434146341463414
824,0.8951219512195122
825,0.8907317073170732
826,0.9321951219512196
827,0.5678048780487804
828,0.3434146341463415
829,0.1648780487804878
830,0.24195121951219511
831,0.26195121951219513
832,0.08146341463414634
833,0.10536585365853658
834,0.1526829268292683
835,0.07512195121951219
836,0.11658536585365854
837,0.09073170731707317
838,0.06634146341463415
839,0.04390243902439024
840,0.015663956639566396
841,0.00016260162601626
842,0.00016260162601626
843,0.0007588075880758806
844,0.017398373983739838
845,0.12390243902439024
846,0.2229268292682927
847,0.16975609756097562
848,0.18878048780487805
849,0.2648780487804878
850,0.17073170731707318
851,0.3907317073170732
852,0.4121951219512195
853,0.46634146341463417
854,0.6151219512195122
855,0.8560975609756097
856,0.8678048780487805
857,0.9429268292682926
858,0.9468292682926829
859,0.9463414634146341
860,0.9707317073170731
861,0.975609756097561
862,0.8097560975609757
863,0.8804878048780488
864,0.7639024390243903
865,0.5965853658536585
866,0.5321951219512195
867,0.37121951219512195
868,0.44146341463414634
869,0.35121951219512193
870,0.28292682926829266
871,0.4326829268292683
872,0.40390243902439027
873,0.21073170731707316
874,0.18585365853658536
875,0.1575609756097561
876,0.07951219512195122
877,0.08829268292682926
878,0.17073170731707318
879,0.1902439024390244
880,0.10195121951219512
881,0.13609756097560977
882,0.1404878048780488
883,0.11317073170731708
884,0.27707317073170734
885,0.38195121951219513
886,0.3282926829268293
887,0.12682926829268293
888,0.16731707317073172
889,0.30878048780487805
890,0.8770731707317073
891,0.9951219512195122
892,0.9975609756097561
893,0.9926829268292683
894,0.9946341463414634
895,0.995609756097561
896,0.9960975609756098
897,0.9975609756097561
898,0.995609756097561
899,0.9960975609756098
900,0.655609756097561
901,0.9868292682926829
902,0.9546341463414634
903,0.9282926829268293
904,0.7219512195121951
905,0.5502439024390244
906,0.6687804878048781
907,0.6526829268292683
908,0.4575609756097561
909,0.5273170731707317
910,0.568780487804878
911,0.5692682926829268
912,0.7029268292682926
913,0.6809756097560976
914,0.7551219512195122
915,0.686829268292683
916,0.8341463414634146
917,0.8809756097560976
918,0.8897560975609756
919,0.9780487804878049
920,0.9678048780487805
921,0.984390243902439
922,0.9931707317073171
923,0.9917073170731707
924,0.995609756097561
925,0.9941463414634146
926,0.9975609756097561
927,0.9985365853658537
928,0.9970731707317073
929,0.9697560975609756
930,0.9575609756097561
931,0.9770731707317073
932,0.9936585365853658
933,0.9990243902439024
934,0.9497560975609756
935,0.9868292682926829
936,0.9878048780487805
937,0.9839024390243902
938,1.0014634146341463
939,0.9990243902439024
940,1.0004878048780488
941,0.9985365853658537
942,0.9995121951219512
943,1.0004878048780488
944,0.9990243902439024
945,0.9990243902439024
946,0.9985365853658537
947,0.9951219512195122
948,0.9941463414634146
949,0.9985365853658537
950,0.9848780487804878
951,0.871219512195122
952,0.9585365853658536
953,0.8970731707317073
954,0.9039024390243903
955,0.7541463414634146
956,0.7541463414634146
957,0.6960975609756097
958,0.30390243902439024
959,0.27707317073170734
960,0.3473170731707317
961,0.26146341463414635
962,0.1473170731707317
963,0.08439024390243903
964,0.033658536585365856
965,0.10292682926829268
966,0.1302439024390244
967,0.1448780487804878
968,0.27170731707317075
969,0.3551219512195122
970,0.49073170731707316
971,0.6590243902439025
972,0.5365853658536586
973,0.8419512195121951
974,0.9204878048780488
975,0.8790243902439024
976,0.8965853658536586
977,0.5478048780487805
978,0.9053658536585366
979,0.6926829268292682
980,0.8829268292682927
981,0.6663414634146342
982,0.348780487804878
983,0.5497560975609757
984,0.3448780487804878
985,0.21853658536585366
986,0.1848780487804878
987,0.4819512195121951
988,0.524390243902439
989,0.4692682926829268
990,0.7214634146341463
991,0.6790243902439025
992,0.5585365853658537
993,0.45707317073170733
994,0.16585365853658537
995,0.12
996,0.21707317073170732
997,0.1151219512195122
998,0.050731707317073174
999,0.004052532833020638
1000,0.0004502814258911818
1001,0.0004502814258911818
1002,0.0004502814258911818
1003,0.0004502814258911818
1004,0.08
1005,0.09170731707317073
1006,0.07658536585365854
1007,0.23414634146341465
1008,0.36878048780487804
1009,0.22926829268292684
1010,0.20097560975609757
1011,0.25121951219512195
1012,0.27121951219512197
1013,0.46390243902439027
1014,0.27463414634146344
1015,0.35317073170731705
1016,0.44390243902439025
1017,0.5141463414634146
1018,0.36
1019,0.19560975609756098
1020,0.17170731707317075
1021,0.3697560975609756
1022,0.5317073170731708
1023,0.49560975609756097
1024,0.3878048780487805
1025,0.32878048780487806
1026,0.3409756097560976
1027,0.2775609756097561
1028,0.4424390243902439
1029,0.3985365853658537
1030,0.2892682926829268
1031,0.20243902439024392
1032,0.2785365853658537
1033,0.3492682926829268
1034,0.4273170731707317
1035,0.2814634146341463
1036,0.21707317073170732
1037,0.1975609756097561
1038,0.3404878048780488
1039,0.43414634146341463
1040,0.7360975609756097
1041,0.5682926829268292
1042,0.546829268292683
1043,0.4921951219512195
1044,0.7409756097560976
1045,0.5839024390243902
1046,0.5131707317073171
1047,0.6795121951219513
1048,0.6639024390243903
1049,0.8209756097560975
1050,0.7453658536585366
1051,0.41121951219512193
1052,0.43073170731707316
1053,0.5073170731707317
1054,0.6097560975609756
1055,0.6390243902439025
1056,0.6731707317073171
1057,0.5673170731707317
1058,0.2736585365853659
1059,0.2946341463414634
1060,0.5058536585365854
1061,0.568780487804878
1062,0.4775609756097561
1063,0.25853658536585367
1064,0.3624390243902439
1065,0.504390243902439
1066,0.577560975609756
1067,0.1419512195121951
1068,0.07170731707317073
1069,0.04731707317073171
1070,0.07658536585365854
1071,0.09707317073170732
1072,0.07707317073170732
1073,0.05024390243902439
1074,0.007317073170731708
1075,0.13853658536585367
1076,0.14341463414634145
1077,0.2970731707317073
1078,0.49365853658536585
1079,0.5224390243902439
1080,0.3882926829268293
1081,0.42341463414634145
1082,0.6009756097560975
1083,0.7853658536585366
1084,0.9736585365853658
1085,0.6678048780487805
1086,0.5336585365853659
1087,0.6214634146341463
1088,0.6034146341463414
1089,0.5926829268292683
1090,0.5019512195121951
1091,0.2253658536585366
1092,0.21365853658536585
1093,0.5160975609756098
1094,0.5795121951219512
1095,0.5682926829268292
1096,0.4926829268292683
1097,0.31170731707317073
1098,0.33707317073170734
1099,0.7292682926829268
1100,0.8731707317073171
1101,0.9336585365853659
1102,0.9126829268292683
1103,0.8707317073170732
1104,0.8604878048780488
1105,0.8775609756097561
1106,0.8097560975609757
1107,0.9575609756097561
1108,0.813170731707317
1109,0.5092682926829268
1110,0.47268292682926827
1111,0.348780487804878
1112,0.2824390243902439
1113,0.17317073170731706
1114,0.17804878048780487
1115,0.1629268292682927
1116,0.16926829268292684
1117,0.31853658536585366
1118,0.6653658536585366
1119,0.5136585365853659
1120,0.37414634146341463
1121,0.2824390243902439
1122,0.41804878048780486
1123,0.4502439024390244
1124,0.4165853658536585
1125,0.5453658536585366
1126,0.5458536585365854
1127,0.688780487804878
1128,0.8678048780487805
1129,0.9107317073170732
1130,0.7385365853658536
1131,0.7946341463414635
1132,0.5678048780487804
1133,0.48390243902439023
1134,0.6780487804878049
1135,0.5390243902439025
1136,0.5492682926829269
1137,0.5253658536585366
1138,0.6814634146341464
1139,0.8868292682926829
1140,0.6112195121951219
1141,0.6029268292682927
1142,0.4790243902439024
1143,0.6014634146341463
1144,0.6770731707317074
1145,0.38634146341463416
1146,0.4063414634146341
1147,0.49853658536585366
1148,0.38341463414634147
1149,0.4395121951219512
1150,0.6458536585365854
1151,0.4853658536585366
1152,0.3546341463414634
1153,0.3804878048780488
1154,0.30585365853658536
1155,0.26390243902439026
1156,0.26390243902439026
1157,0.2326829268292683
1158,0.2370731707317073
1159,0.25365853658536586
1160,0.4458536585365854
1161,0.34195121951219515
1162,0.468780487804878
1163,0.5546341463414635
1164,0.6346341463414634
1165,0.8380487804878048
1166,0.7478048780487805
1167,0.6009756097560975
1168,0.4097560975609756
1169,0.28536585365853656
1170,0.18292682926829268
1171,0.3551219512195122
1172,0.3931707317073171
1173,0.4151219512195122
1174,0.6643902439024391
1175,0.8365853658536585
1176,0.8829268292682927
1177,0.7424390243902439
1178,0.9614634146341463
1179,0.8726829268292683
1180,0.8663414634146341
1181,0.884390243902439
1182,0.9560975609756097
1183,0.7058536585365853
1184,0.7053658536585365
1185,0.4678048780487805
1186,0.3619512195121951
1187,0.3921951219512195
1188,0.3697560975609756
1189,0.5443902439024391
1190,0.5278048780487805
1191,0.39365853658536587
1192,0.3648780487804878
1193,0.3726829268292683
1194,0.19463414634146342
1195,0.2326829268292683
1196,0.36585365853658536
1197,0.49073170731707316
1198,0.6268292682926829
1199,0.8136585365853658
1200,0.6370731707317073
1201,0.5892682926829268
1202,0.6112195121951219
1203,0.5614634146341464
1204,0.5414634146341464
1205,0.682439024390244
1206,0.7019512195121951
1207,0.764390243902439
1208,0.755609756097561
1209,0.7117073170731707
1210,0.7707317073170732
1211,0.9107317073170732
1212,0.9160975609756098
1213,0.7804878048780488
1214,0.8170731707317073
1215,0.8395121951219512
1216,0.7395121951219512
1217,0.5165853658536586
1218,0.5058536585365854
1219,0.7229268292682927
1220,0.7478048780487805
1221,0.9024390243902439
1222,0.8648780487804878
1223,0.9365853658536586
1224,0.8751219512195122
1225,0.8307317073170731
1226,0.8887804878048781
1227,0.7531707317073171
1228,0.8575609756097561
1229,0.9346341463414635
1230,0.7365853658536585
1231,0.5848780487804878
1232,0.5048780487804878
1233,0.8785365853658537
1234,0.7892682926829269
1235,0.8117073170731708
1236,0.6160975609756097
1237,0.515609756097561
1238,0.5429268292682927
1239,0.30048780487804877
1240,0.1351219512195122
1241,0.08341463414634147
1242,0.13219512195121952
1243,0.24585365853658536
1244,0.23658536585365852
1245,0.3375609756097561
1246,0.6521951219512195
1247,0.1073170731707317
1248,0.07073170731707316
1249,0.20243902439024392
1250,0.14146341463414633
1251,0.17073170731707318
1252,0.21414634146341463
1253,0.1302439024390244
1254,0.05170731707317073
1255,0.03804878048780488
1256,0.0351219512195122
1257,0.1024390243902439
