Koordinatensystem : Lambert konform konisch
Rechtswert        : 3885500 Meter
Hochwert          : 2480500 Meter
Hoehenlage        : 120 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3885500 2480500  5 27  2  15.8 1007 268  4.8 8 11.3  99    0    0 381 -406  0
3885500 2480500  5 27  3  15.1 1008 275  6.3 6 10.9  98    0    0 364 -404  0
3885500 2480500  5 27  4  14.5 1008 274  4.0 6 10.4  98    0    0 347 -403  0
3885500 2480500  5 27  5  15.1 1008 285  3.7 7 10.4  98    0    1 352 -401  0
3885500 2480500  5 27  6  15.5 1009 267  3.6 6 10.8  99    0   11 353 -400  0
3885500 2480500  5 27  7  16.1 1009 264  3.2 6 11.1  98    2   79 348 -400  0
3885500 2480500  5 27  8  17.7 1010 261  4.8 6 10.9  90    7  147 349 -401  0
3885500 2480500  5 27  9  17.6 1010 261  4.8 7 10.7  84   17  215 357 -406  0
3885500 2480500  5 27 10  17.3 1010 252  5.3 7 10.5  84    0  155 363 -415  0
3885500 2480500  5 27 11  18.1 1010 230  5.4 8 10.5  82    0  154 368 -428  0
3885500 2480500  5 27 12  18.8 1010 235  5.4 7 10.7  80    0  221 372 -432  0
3885500 2480500  5 27 13  19.8 1009 235  6.2 7 11.1  78    1  248 371 -427  0
3885500 2480500  5 27 14  20.0 1009 247  4.4 8 11.6  79    2  243 380 -428  0
3885500 2480500  5 27 15  19.9 1008 241  4.6 7 12.7  86   30  265 383 -428  0
3885500 2480500  5 27 16  20.4 1008 265  6.8 5 12.7  85  168  245 370 -428  0
3885500 2480500  5 27 17  19.1 1007 253  7.2 6 12.1  83   48  201 364 -429  0
3885500 2480500  5 27 18  20.0 1007 261  9.1 5 11.6  81  149  125 363 -427  0
3885500 2480500  5 27 19  19.4 1007 253  7.9 5 10.7  74   80   72 356 -422  0
3885500 2480500  5 27 20  18.6 1006 271  9.2 7 10.4  75   15   25 362 -417  0
3885500 2480500  5 27 21  18.3 1006 253  7.4 7 10.2  76    0    0 370 -415  0
3885500 2480500  5 27 22  18.3 1006 252  7.2 7 10.1  76    0    0 370 -415  0
3885500 2480500  5 27 23  18.6 1006 246  8.1 7 10.0  75    0    0 369 -413  0
3885500 2480500  5 27 24  18.8 1005 247  7.8 7 10.0  73    0    0 370 -411  0
3885500 2480500  5 28  1  18.8 1005 258  6.1 6  9.9  72    0    0 361 -409  0
3885500 2480500  5 28  2  18.9 1004 239  6.9 7  9.8  71    0    0 360 -406  0
3885500 2480500  5 28  3  18.6 1003 234  7.6 8  9.9  72    0    0 377 -404  0
3885500 2480500  5 28  4  16.3 1002 232  6.8 8 10.6  84    0    0 383 -404  0
3885500 2480500  5 28  5  16.2 1002 253  6.1 8 11.4  97    0    1 378 -404  0
3885500 2480500  5 28  6  16.3 1003 271  7.8 7 11.7  99    0    8 370 -404  0
3885500 2480500  5 28  7  15.6 1003 274  5.5 7 11.5 100    0   22 361 -404  0
3885500 2480500  5 28  8  15.4 1004 279  4.6 7 11.0  99    0   60 358 -404  0
3885500 2480500  5 28  9  16.4 1004 283  5.7 7 10.6  92    0  151 358 -405  0
3885500 2480500  5 28 10  17.8 1005 297  6.2 6 10.5  85   12  263 355 -403  0
3885500 2480500  5 28 11  20.1 1005 272  7.4 5 10.0  72  163  374 350 -400  0
3885500 2480500  5 28 12  20.9 1005 291  7.6 4  8.7  57  311  385 341 -398  0
3885500 2480500  5 28 13  20.3 1005 286  6.6 4  7.8  51  341  379 334 -398  0
3885500 2480500  5 28 14  22.6 1005 293  7.5 4  8.1  50  346  359 336 -397  0
3885500 2480500  5 28 15  21.5 1004 288  7.2 4  8.0  48  331  320 335 -396  0
3885500 2480500  5 28 16  20.3 1004 252  6.6 5  7.4  48  275  277 333 -397  0
3885500 2480500  5 28 17  19.3 1004 251  6.4 6  7.0  48  190  228 337 -402  0
3885500 2480500  5 28 18  19.2 1004 243  5.5 7  6.8  48   58  165 343 -407  0
3885500 2480500  5 28 19  18.2 1004 249  4.4 6  7.2  53   10   83 343 -404  0
3885500 2480500  5 28 20  16.9 1004 249  4.2 6  7.5  59    4   26 336 -399  0
3885500 2480500  5 28 21  16.2 1004 239  5.1 7  7.2  61    0    0 338 -395  0
3885500 2480500  5 28 22  14.9 1004 246  3.3 7  7.3  65    0    0 340 -391  0
3885500 2480500  5 28 23  14.2 1005 225  3.0 6  7.4  71    0    0 334 -388  0
3885500 2480500  5 28 24  13.8 1005 222  2.4 6  7.4  74    0    0 328 -386  0
3885500 2480500  5 29  1  13.2 1004 188  1.5 8  7.5  78    0    0 337 -385  0
3885500 2480500  5 29  2  12.0 1004 157  1.1 8  7.6  82    0    0 346 -384  0
3885500 2480500  5 29  3  11.4 1003 161  1.5 7  7.5  87    0    0 341 -384  0
3885500 2480500  5 29  4  11.2 1003 165  0.3 6  7.4  88    0    0 329 -384  0
3885500 2480500  5 29  5  10.8 1002 169  0.9 7  7.4  89    0    0 328 -383  0
3885500 2480500  5 29  6  11.7 1001 165  0.7 7  7.5  89    0   15 336 -381  0
3885500 2480500  5 29  7  12.5 1001 152  1.8 7  7.7  86    0   46 341 -379  0
3885500 2480500  5 29  8  13.1 1000 150  1.9 7  7.6  81    0   77 344 -380  0
3885500 2480500  5 29  9  13.9  999 190  2.8 7  7.4  75    0  109 347 -384  0
3885500 2480500  5 29 10  13.2  999 228  2.2 7  7.4  75    0  174 347 -395  0
3885500 2480500  5 29 11  12.4  998 272  3.0 8  7.2  77    0  116 348 -409  0
3885500 2480500  5 29 12  11.3  998 183  5.9 8  7.2  81    0  107 349 -419  0
3885500 2480500  5 29 13  12.1  997 281  5.8 8  7.3  84    0  148 347 -426  0
3885500 2480500  5 29 14  12.0  997 316  4.5 8  7.4  83    0  213 346 -422  0
3885500 2480500  5 29 15  12.4  997 256  4.7 5  7.6  84   82  329 334 -419  0
3885500 2480500  5 29 16  14.1  996 256  5.9 3  7.8  81  260  293 318 -422  0
3885500 2480500  5 29 17  13.3  996 289  2.1 4  7.7  78  101  239 314 -418  0
3885500 2480500  5 29 18  12.2  996 283  1.8 4  7.7  82   18  148 312 -408  0
3885500 2480500  5 29 19  11.2  996 260  1.1 6  7.7  88   12   87 315 -399  0
3885500 2480500  5 29 20   9.8  996 280  3.3 7  7.4  92    0    7 324 -390  0
3885500 2480500  5 29 21   9.3  997 273  2.2 8  7.1  94    0    0 330 -379  0
3885500 2480500  5 29 22   9.6  997 286  3.9 8  6.9  92    0    0 335 -371  0
3885500 2480500  5 29 23   9.3  998 257  3.3 7  6.8  91    0    0 331 -365  0
3885500 2480500  5 29 24   9.2  997 281  2.6 8  6.7  90    0    0 329 -362  0
3885500 2480500  5 30  1   8.7  997 285  4.2 7  6.7  92    0    0 327 -361  0
3885500 2480500  5 30  2   8.7  996 280  3.8 7  6.8  95    0    0 320 -359  0
3885500 2480500  5 30  3   7.7  996 284  3.5 7  6.5  94    0    0 316 -358  0
3885500 2480500  5 30  4   7.3  997 289  3.9 7  6.2  95    0    0 312 -357  0
3885500 2480500  5 30  5   6.5  997 273  4.5 4  6.0  95    0    6 295 -355  0
3885500 2480500  5 30  6   6.6  997 281  3.6 4  5.8  94    4   30 278 -354  0
3885500 2480500  5 30  7   7.3  998 279  4.2 8  6.0  95    0   24 298 -354  0
3885500 2480500  5 30  8   7.7  998 280  3.8 8  6.3  95    0   91 320 -358  0
3885500 2480500  5 30  9   9.3  998 287  4.2 8  6.7  96    0  159 327 -367  0
3885500 2480500  5 30 10   9.7  998 298  5.9 7  6.9  92    4  220 327 -375  0
3885500 2480500  5 30 11   9.4  998 297  4.7 7  6.5  86   24  279 319 -384  0
3885500 2480500  5 30 12  10.3  999 305  3.8 6  6.1  80   57  299 312 -390  0
3885500 2480500  5 30 13   8.6  999 318  4.0 6  5.7  76  173  281 305 -388  0
3885500 2480500  5 30 14   9.4  999 305  6.8 7  5.5  76  267  224 306 -391  0
3885500 2480500  5 30 15  12.3  999 279  1.7 7  5.8  71  251  200 314 -397  0
3885500 2480500  5 30 16  11.9  999 279  1.9 8  5.9  66    2  172 321 -402  0
3885500 2480500  5 30 17  12.3  999 299  5.0 8  6.2  70   89  169 325 -393  0
3885500 2480500  5 30 18  11.5  999 338  3.9 5  6.3  71  230   47 314 -385  0
3885500 2480500  5 30 19   8.3  999 316  3.8 6  5.8  75   96   44 299 -380  0
3885500 2480500  5 30 20   8.2  999 266  3.3 6  6.0  87    8   20 299 -371  0
3885500 2480500  5 30 21   8.4  999 280  1.5 7  6.3  92    0    0 305 -367  0
3885500 2480500  5 30 22   8.2 1000 280  3.2 7  6.3  92    0    0 310 -365  0
3885500 2480500  5 30 23   7.9 1000 294  2.4 7  6.2  92    0    0 310 -364  0
3885500 2480500  5 30 24   7.7 1000 301  3.2 6  6.2  92    0    0 307 -363  0
3885500 2480500  5 31  1   7.6 1001 272  2.5 7  6.2  94    0    0 307 -362  0
3885500 2480500  5 31  2   7.7 1001 264  1.2 6  6.1  92    0    0 308 -361  0
3885500 2480500  5 31  3   7.6 1001 288  2.9 7  6.1  92    0    0 310 -359  0
3885500 2480500  5 31  4   7.6 1001 278  2.5 8  6.2  94    0    0 321 -357  0
3885500 2480500  5 31  5   7.2 1001 263  2.3 8  6.1  93    0    0 326 -356  0
3885500 2480500  5 31  6   7.2 1001 288  2.3 8  5.9  92    0   14 326 -356  0
3885500 2480500  5 31  7   7.4 1002 276  2.2 8  5.8  90    0   39 327 -357  0
3885500 2480500  5 31  8   8.0 1002 301  2.4 7  5.8  88   15  149 323 -358  0
3885500 2480500  5 31  9   8.8 1003 311  2.2 6  5.9  85  182  190 313 -362  0
3885500 2480500  5 31 10  10.2 1003 301  3.3 6  5.8  78  101  275 311 -367  0
3885500 2480500  5 31 11  10.4 1003 305  3.6 7  5.6  71   66  306 317 -372  0
3885500 2480500  5 31 12  10.6 1004 275  3.4 8  5.5  68    0  226 325 -380  0
3885500 2480500  5 31 13  11.6 1004 283  4.2 6  5.4  65  180  303 320 -391  0
3885500 2480500  5 31 14  13.7 1005 313  4.1 7  5.3  58  217  273 319 -394  0
3885500 2480500  5 31 15  13.4 1005 286  4.3 7  5.2  54   86  263 324 -397  0
3885500 2480500  5 31 16  12.9 1005 288  4.1 6  5.2  54  180  209 316 -404  0
3885500 2480500  5 31 17  12.0 1005 310  5.8 8  5.3  58    1  145 317 -406  0
3885500 2480500  5 31 18  11.2 1005 300  4.2 8  5.5  64    5  112 322 -402  0
3885500 2480500  5 31 19  11.1 1005 333  2.6 7  5.8  70    6   68 318 -394  0
3885500 2480500  5 31 20  10.6 1005 299  3.2 6  6.1  75    8   22 311 -384  0
3885500 2480500  5 31 21  10.6 1005 296  2.4 7  6.2  77    0    0 311 -377  0
3885500 2480500  5 31 22   9.8 1006 300  1.0 8  6.5  83    0    0 318 -372  0
3885500 2480500  5 31 23   9.7 1006 298  2.9 8  6.9  91    0    0 322 -367  0
3885500 2480500  5 31 24   9.3 1007 299  3.2 8  7.1  95    0    0 322 -364  0
3885500 2480500  6  1  1   9.8 1007 301  2.5 7  7.0  92    0    0 313 -359  0
3885500 2480500  6  1  2  10.1 1007 306  0.7 7  6.8  89    0    0 314 -358  0
3885500 2480500  6  1  3   9.7 1007 346  2.1 8  6.7  87    0    0 318 -356  0
3885500 2480500  6  1  4   9.8 1007 358  3.1 8  6.4  84    0    0 322 -354  0
3885500 2480500  6  1  5   9.5 1008 300  4.2 7  5.9  78    0    1 316 -352  0
3885500 2480500  6  1  6   9.3 1008 322  2.9 7  5.7  77    0   10 310 -351  0
3885500 2480500  6  1  7   9.2 1008 324  2.6 7  5.7  77    0   48 310 -352  0
3885500 2480500  6  1  8   9.3 1008 310  3.6 7  5.7  78    0   77 310 -356  0
3885500 2480500  6  1  9   9.4 1009 307  4.2 8  5.6  76    0  101 317 -365  0
3885500 2480500  6  1 10  11.2 1008 312  4.8 8  5.7  72    0  201 326 -375  0
3885500 2480500  6  1 11  10.9 1008 287  5.0 7  5.7  69   17  254 322 -385  0
3885500 2480500  6  1 12   9.3 1008 290  5.5 7  5.7  73    3  238 313 -392  0
3885500 2480500  6  1 13   9.3 1008 300  5.4 8  5.9  80    0  199 313 -392  0
3885500 2480500  6  1 14   8.7 1008 327  3.5 8  6.5  90    0  170 317 -391  0
3885500 2480500  6  1 15   9.5 1008 310  5.3 7  6.7  92   17  234 313 -393  0
3885500 2480500  6  1 16  11.1 1008 300  6.0 6  6.0  76  241  118 308 -393  0
3885500 2480500  6  1 17  12.3 1007 294  4.9 6  5.5  64  185   99 307 -391  0
3885500 2480500  6  1 18  11.1 1007 303  5.3 5  5.3  62  194   40 304 -389  0
3885500 2480500  6  1 19   8.4 1008 294  0.8 7  5.8  76   38   65 303 -385  0
3885500 2480500  6  1 20   9.2 1008 288  0.9 5  6.5  92    0   27 303 -379  0
3885500 2480500  6  1 21   7.7 1009 292  3.3 5  6.5  94    0    0 296 -373  0
3885500 2480500  6  1 22   8.1 1010 253  3.9 6  6.2  93    0    0 296 -368  0
3885500 2480500  6  1 23   8.0 1010 245  3.4 5  6.2  92    0    0 296 -365  0
3885500 2480500  6  1 24   8.1 1010 253  3.6 8  6.2  92    0    0 303 -364  0
3885500 2480500  6  2  1   8.0 1010 264  4.0 7  6.4  95    0    0 310 -363  0
3885500 2480500  6  2  2   8.0 1010 329  3.2 7  6.5  97    0    0 306 -362  0
3885500 2480500  6  2  3   8.1 1010 343  3.1 7  6.6  97    0    0 306 -361  0
3885500 2480500  6  2  4   8.1 1010 243  2.3 7  6.6  97    0    0 306 -361  0
3885500 2480500  6  2  5   8.2 1010 241  2.3 7  6.5  96    0    1 307 -360  0
3885500 2480500  6  2  6   8.4 1011 239  1.9 8  6.5  95    0   13 311 -360  0
3885500 2480500  6  2  7   8.9 1011  27  1.1 7  6.7  96    0   54 312 -362  0
3885500 2480500  6  2  8  10.1 1011  60  1.4 7  6.9  94   29  174 312 -368  0
3885500 2480500  6  2  9  11.0 1012  73  3.0 6  6.9  86   51  237 312 -376  0
3885500 2480500  6  2 10  12.4 1012  58  3.7 5  6.6  77  166  291 307 -387  0
3885500 2480500  6  2 11  11.7 1012  64  3.7 5  6.4  73  155  336 302 -400  0
3885500 2480500  6  2 12  12.6 1013  70  3.4 6  6.0  68  141  358 304 -414  0
3885500 2480500  6  2 13  14.3 1013  45  5.6 7  5.6  58   55  340 311 -425  0
3885500 2480500  6  2 14  15.7 1014  56  2.9 5  5.4  51  174  344 311 -431  0
3885500 2480500  6  2 15  15.0 1014  72  3.3 3  5.4  50  461  202 302 -436  0
3885500 2480500  6  2 16  16.1 1014  62  3.8 4  5.1  46  329  205 299 -433  0
3885500 2480500  6  2 17  16.7 1013  45  2.7 4  4.8  41  344  124 304 -424  0
3885500 2480500  6  2 18  15.9 1013  64  1.9 3  4.9  42  306   62 302 -419  0
3885500 2480500  6  2 19  15.6 1013  28  2.3 2  5.2  46  163   53 295 -410  0
3885500 2480500  6  2 20  13.8 1014  10  1.7 3  5.2  50   34   29 291 -397  0
3885500 2480500  6  2 21  11.3 1013  25  0.2 2  5.4  59    0    0 285 -385  0
3885500 2480500  6  2 22   9.3 1014  42  0.8 2  5.7  73    0    0 277 -377  0
3885500 2480500  6  2 23   8.4 1014  10  1.0 2  5.9  84    0    0 273 -371  0
3885500 2480500  6  2 24   7.6 1014  47  1.2 0  5.9  88    0    0 265 -367  0
3885500 2480500  6  3  1   7.2 1014  23  0.4 0  5.7  89    0    0 255 -364  0
3885500 2480500  6  3  2   6.4 1014  37  0.3 0  5.5  90    0    0 252 -360  0
3885500 2480500  6  3  3   5.9 1014  46  0.4 0  5.3  91    0    0 248 -356  0
3885500 2480500  6  3  4   5.2 1014  47  0.4 0  5.1  91    0    0 245 -354  0
3885500 2480500  6  3  5   4.6 1014  67  0.4 2  5.0  93    1   10 252 -351  0
3885500 2480500  6  3  6   5.4 1014  63  0.3 0  5.1  95   50   51 252 -351  0
3885500 2480500  6  3  7   9.4 1014  61  0.5 1  5.9  92  173   88 254 -357  0
3885500 2480500  6  3  8  11.9 1014  64  1.8 1  6.3  79  326  107 267 -368  0
3885500 2480500  6  3  9  14.0 1014  75  1.1 1  6.2  67  508  105 274 -383  0
3885500 2480500  6  3 10  16.1 1014  39  2.2 2  6.6  62  659  102 286 -400  0
3885500 2480500  6  3 11  16.8 1014  62  1.7 2  6.8  58  581  213 296 -416  0
3885500 2480500  6  3 12  18.4 1013  51  2.4 5  6.2  49  119  399 312 -428  0
3885500 2480500  6  3 13  18.3 1013   4  3.5 7  5.5  42    5  278 334 -432  0
3885500 2480500  6  3 14  18.9 1012 327  1.9 6  5.6  42  124  387 341 -429  0
3885500 2480500  6  3 15  19.1 1012 330  3.0 6  5.6  41  112  351 340 -420  0
3885500 2480500  6  3 16  18.5 1012 332  4.4 8  5.5  41   11  239 351 -416  0
3885500 2480500  6  3 17  16.5 1012   1  4.2 7  6.0  48   34  222 354 -417  0
3885500 2480500  6  3 18  14.9 1012  35  0.8 8  7.0  63    1  110 352 -411  0
3885500 2480500  6  3 19  14.0 1012  50  2.0 7  8.0  78    0   56 351 -401  0
3885500 2480500  6  3 20  13.6 1012 149  1.4 8  8.2  83    0   28 350 -396  0
3885500 2480500  6  3 21  13.5 1012 170  1.6 8  8.2  85    0    0 357 -391  0
3885500 2480500  6  3 22  12.8 1012 188  2.3 8  8.1  86    0    0 356 -387  0
3885500 2480500  6  3 23  12.2 1010 207  2.7 7  8.0  88    0    0 349 -384  0
3885500 2480500  6  3 24  11.7 1010 243  3.2 8  7.9  90    0    0 347 -382  0
3885500 2480500  6  4  1  11.6 1010 220  3.7 7  7.8  91    0    0 345 -381  0
3885500 2480500  6  4  2  11.7 1009 209  3.0 8  7.9  91    0    0 343 -380  0
3885500 2480500  6  4  3  11.7 1009 254  3.5 8  8.0  92    0    0 347 -379  0
3885500 2480500  6  4  4  11.7 1008 329  3.2 8  8.1  94    0    0 343 -379  0
3885500 2480500  6  4  5  11.7 1008 316  3.9 8  8.2  95    0    0 339 -378  0
3885500 2480500  6  4  6  11.5 1008 304  4.1 8  8.2  96    0    9 337 -376  0
3885500 2480500  6  4  7  11.8 1008 286  3.1 8  8.3  96    0   32 335 -374  0
3885500 2480500  6  4  8  12.8 1009 311  2.8 8  8.7  97    0   69 335 -377  0
3885500 2480500  6  4  9  14.3 1009 332  2.5 7  8.8  91    6  209 331 -386  0
3885500 2480500  6  4 10  13.1 1009 341  4.8 7  7.6  77    5  247 323 -397  0
3885500 2480500  6  4 11  15.0 1009 317  5.2 6  6.7  67   26  323 316 -411  0
3885500 2480500  6  4 12  15.5 1009 340  5.2 6  6.4  59  180  418 314 -425  0
3885500 2480500  6  4 13  14.9 1009 326  6.1 5  5.9  54  281  410 309 -433  0
3885500 2480500  6  4 14  15.9 1009 354  5.2 4  5.6  51  499  306 300 -438  0
3885500 2480500  6  4 15  15.9 1009   4  6.2 4  5.3  47  447  288 299 -440  0
3885500 2480500  6  4 16  16.3 1009 356  4.2 5  5.3  46  299  285 305 -439  0
3885500 2480500  6  4 17  15.9 1009  10  4.7 6  5.4  47  197  240 315 -436  0
3885500 2480500  6  4 18  16.0 1009 348  4.1 6  5.3  47  111  179 320 -429  0
3885500 2480500  6  4 19  15.0 1009 355  3.2 4  5.2  48   89  104 313 -419  0
3885500 2480500  6  4 20  14.1 1009 327  2.2 5  5.4  52   23   40 308 -408  0
3885500 2480500  6  4 21  13.1 1009 353  2.5 5  5.5  57    0    0 311 -398  0
3885500 2480500  6  4 22  11.3 1008 342  1.1 4  5.8  65    0    0 303 -391  0
3885500 2480500  6  4 23  10.6 1009 349  0.3 4  6.1  75    0    0 298 -386  0
3885500 2480500  6  4 24  10.8 1009 189  2.0 7  6.2  77    0    0 309 -382  0
3885500 2480500  6  5  1  10.2 1008 201  1.6 8  6.1  77    0    0 324 -378  0
3885500 2480500  6  5  2  10.2 1008 198  1.7 8  6.2  80    0    0 329 -376  0
3885500 2480500  6  5  3  10.4 1008 197  2.1 7  6.2  79    0    0 325 -374  0
3885500 2480500  6  5  4  10.4 1008 243  1.7 6  6.3  79    0    0 317 -372  0
3885500 2480500  6  5  5  10.4 1008 252  2.3 6  6.4  80    0    1 312 -370  0
3885500 2480500  6  5  6  10.7 1008  54  2.2 8  6.5  82    1   39 321 -372  0
3885500 2480500  6  5  7  11.9 1008  50  2.1 7  6.6  79   13   96 329 -377  0
3885500 2480500  6  5  8  14.5 1009 348  1.3 7  6.5  68   88  156 329 -385  0
3885500 2480500  6  5  9  13.8 1009 339  1.7 8  6.9  68    7  193 339 -395  0
3885500 2480500  6  5 10  15.6 1009 293  2.1 7  7.0  67  224  227 343 -407  0
3885500 2480500  6  5 11  15.4 1009 304  2.1 7  6.6  60  105  302 341 -417  0
3885500 2480500  6  5 12  14.9 1009 224  2.2 8  6.9  64    5  261 346 -421  0
3885500 2480500  6  5 13  15.5 1009 248  1.8 7  6.6  62   26  295 345 -417  0
3885500 2480500  6  5 14  16.9 1009 228  1.9 5  6.8  59  366  223 335 -421  0
3885500 2480500  6  5 15  16.5 1008 232  2.8 6  7.5  63  203  252 334 -432  0
3885500 2480500  6  5 16  14.6 1008 237  2.6 7  7.9  71   72  238 338 -436  0
3885500 2480500  6  5 17  16.7 1008  19  4.3 5  7.1  64  243  126 332 -437  0
3885500 2480500  6  5 18  16.8 1007 224  3.9 4  6.0  50  230   63 320 -431  0
3885500 2480500  6  5 19  16.2 1007 244  3.8 7  5.6  48   17   82 327 -423  0
3885500 2480500  6  5 20  15.3 1008 117  2.7 5  5.6  50    1   29 329 -417  0
3885500 2480500  6  5 21  14.3 1008  74  2.1 6  5.8  55    0    0 324 -410  0
3885500 2480500  6  5 22  12.8 1009  21  1.6 6  5.9  61    0    0 326 -403  0
3885500 2480500  6  5 23  11.7 1008  19  2.7 7  6.1  69    0    0 326 -395  0
3885500 2480500  6  5 24  11.0 1009   5  2.5 5  6.1  73    0    0 320 -387  0
3885500 2480500  6  6  1   9.6 1009  20  2.3 3  6.1  78    0    0 301 -380  0
3885500 2480500  6  6  2   9.9 1009  22  2.2 3  6.1  81    0    0 291 -376  0
3885500 2480500  6  6  3   8.9 1009  49  1.9 2  6.1  82    0    0 285 -373  0
3885500 2480500  6  6  4   7.9 1009  40  2.8 2  6.0  87    0    0 277 -370  0
3885500 2480500  6  6  5   7.1 1009  21  2.3 5  5.8  89    1   11 285 -368  0
3885500 2480500  6  6  6   7.6 1010  57  2.2 1  5.9  92   28   56 279 -367  0
3885500 2480500  6  6  7   9.3 1010  52  1.8 1  6.4  92  107  119 264 -373  0
3885500 2480500  6  6  8  12.6 1011  70  1.2 2  6.6  81  287  132 273 -382  0
3885500 2480500  6  6  9  14.5 1012  73  2.0 3  6.2  64  389  177 286 -395  0
3885500 2480500  6  6 10  16.2 1012  41  1.9 3  5.6  51  416  249 294 -409  0
3885500 2480500  6  6 11  16.2 1012  40  2.5 4  5.1  45  180  385 299 -423  0
3885500 2480500  6  6 12  16.7 1012  25  2.7 4  4.9  42  141  410 301 -436  0
3885500 2480500  6  6 13  17.2 1012  73  3.2 1  4.5  38  598  266 295 -448  0
3885500 2480500  6  6 14  17.5 1012  60  2.9 3  4.5  36  358  366 295 -457  0
3885500 2480500  6  6 15  19.1 1012  55  2.6 3  4.8  37  273  352 304 -463  0
3885500 2480500  6  6 16  18.2 1012  14  2.9 4  4.9  36  198  307 307 -462  0
3885500 2480500  6  6 17  19.4 1012  33  3.0 4  4.9  37  174  243 310 -456  0
3885500 2480500  6  6 18  17.7 1012  45  2.5 7  5.1  38   50  174 316 -445  0
3885500 2480500  6  6 19  17.1 1012  49  2.0 6  5.2  42   30  106 318 -433  0
3885500 2480500  6  6 20  14.9 1012  57  4.3 4  5.6  49   13   38 306 -420  0
3885500 2480500  6  6 21  13.5 1013 110  2.8 2  5.8  57    0    0 291 -407  0
3885500 2480500  6  6 22  11.8 1012  90  1.4 2  5.8  64    0    0 280 -396  0
3885500 2480500  6  6 23  10.3 1013 242  0.5 3  6.1  74    0    0 279 -388  0
3885500 2480500  6  6 24   9.8 1013 248  2.6 2  6.3  82    0    0 276 -382  0
3885500 2480500  6  7  1   8.9 1013 212  2.7 3  6.2  85    0    0 274 -378  0
3885500 2480500  6  7  2   8.3 1013 121  2.5 3  6.0  86    0    0 275 -377  0
3885500 2480500  6  7  3   7.6 1013 128  2.4 2  5.8  87    0    0 269 -376  0
3885500 2480500  6  7  4   7.3 1013  37  1.3 1  5.6  87    0    0 262 -374  0
3885500 2480500  6  7  5   6.7 1013  52  1.7 1  5.4  87    1   11 260 -374  0
3885500 2480500  6  7  6   7.8 1013 115  0.9 0  5.7  90   45   57 259 -375  0
3885500 2480500  6  7  7  10.5 1013 129  0.7 0  6.1  84  151  108 263 -380  0
3885500 2480500  6  7  8  13.8 1013 134  1.3 0  6.2  71  278  148 274 -389  0
3885500 2480500  6  7  9  16.3 1014 130  2.5 0  6.3  59  399  185 287 -402  0
3885500 2480500  6  7 10  17.6 1014 144  2.4 1  6.2  51  504  217 299 -418  0
3885500 2480500  6  7 11  18.9 1014 131  2.6 2  5.5  42  586  240 307 -433  0
3885500 2480500  6  7 12  19.5 1013 125  3.1 2  5.0  36  592  281 309 -446  0
3885500 2480500  6  7 13  19.4 1013 126  2.6 3  5.4  38  539  321 314 -447  0
3885500 2480500  6  7 14  21.2 1013 147  2.2 2  5.4  37  516  315 319 -455  0
3885500 2480500  6  7 15  21.1 1012  81  3.2 1  5.2  33  537  254 316 -465  0
3885500 2480500  6  7 16  21.3 1012 166  2.7 1  4.8  31  468  217 314 -452  0
3885500 2480500  6  7 17  21.6 1012 192  2.9 1  4.7  30  340  195 314 -446  0
3885500 2480500  6  7 18  20.3 1011  62  3.1 3  5.0  32  238  146 321 -444  0
3885500 2480500  6  7 19  20.0 1011 112  3.0 3  5.1  34  115  103 325 -427  0
3885500 2480500  6  7 20  18.6 1011 135  2.4 4  5.5  40   23   42 326 -413  0
3885500 2480500  6  7 21  17.8 1011 134  3.0 5  5.9  46    0    0 331 -407  0
