Koordinatensystem : Lambert konform konisch
Rechtswert        : 3885500 Meter
Hochwert          : 2480500 Meter
Hoehenlage        : 120 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3885500 2480500  2 12 10  -2.1 1015 126  1.3 6  2.8  88    9  100 247 -302  0
3885500 2480500  2 12 11  -0.3 1015 169  0.6 8  2.9  84   12  144 264 -306  0
3885500 2480500  2 12 12   2.3 1015 132  0.5 5  3.0  74  104  211 267 -311  0
3885500 2480500  2 12 13   4.4 1014 158  1.1 3  3.0  62  221  196 250 -314  0
3885500 2480500  2 12 14   4.5 1014 150  1.3 4  2.5  49  152  206 247 -317  0
3885500 2480500  2 12 15   3.6 1013 163  0.4 7  2.2  44   37  166 267 -319  0
3885500 2480500  2 12 16   4.0 1012 163  0.4 5  2.2  45   27  119 273 -319  0
3885500 2480500  2 12 17   2.8 1012 165  1.1 7  2.3  48   23   64 275 -317  0
3885500 2480500  2 12 18   1.7 1012 188  1.1 7  2.4  54    0   10 283 -315  0
3885500 2480500  2 12 19   0.7 1012 149  1.1 5  2.4  58    0    0 270 -314  0
3885500 2480500  2 12 20  -1.2 1012 157  0.1 5  2.5  66    0    0 259 -313  0
3885500 2480500  2 12 21  -1.3 1012 175  1.9 5  2.6  74    0    0 259 -312  0
3885500 2480500  2 12 22  -1.9 1012 178  1.8 4  2.6  77    0    0 256 -312  0
3885500 2480500  2 12 23  -2.3 1012 174  1.4 3  2.6  80    0    0 245 -312  0
3885500 2480500  2 12 24  -3.5 1012 177  0.9 8  2.5  82    0    0 264 -312  0
3885500 2480500  2 13  1  -4.3 1012 183  0.2 8  2.4  85    0    0 286 -313  0
3885500 2480500  2 13  2  -3.9 1012 151  1.3 8  2.5  89    0    0 285 -313  0
3885500 2480500  2 13  3  -4.3 1012 229  1.2 8  2.5  90    0    0 285 -314  0
3885500 2480500  2 13  4  -4.2 1011 220  1.8 8  2.5  90    0    0 285 -314  0
3885500 2480500  2 13  5  -4.4 1011 249  1.5 8  2.4  88    0    0 285 -314  0
3885500 2480500  2 13  6  -5.2 1010 196  1.0 1  2.3  87    0    0 252 -315  0
3885500 2480500  2 13  7  -5.2 1010 208  2.2 1  2.3  88    0    0 221 -315  0
3885500 2480500  2 13  8  -5.5 1010 205  2.2 0  2.3  90    0    6 217 -315  0
3885500 2480500  2 13  9  -4.1 1010 195  1.1 0  2.3  88   38   44 214 -315  0
3885500 2480500  2 13 10  -1.9 1011 196  0.9 1  2.6  85  120   91 223 -315  0
3885500 2480500  2 13 11   1.2 1011 174  0.9 3  2.9  79  193  126 243 -315  0
3885500 2480500  2 13 12   2.2 1011 182  1.1 4  3.0  70  306  116 260 -315  0
3885500 2480500  2 13 13   3.7 1011 176  1.5 3  2.9  63  352  113 262 -319  0
3885500 2480500  2 13 14   4.6 1010 140  1.0 3  2.9  57  284  137 260 -324  0
3885500 2480500  2 13 15   5.3 1009 253  1.7 4  2.9  54  228  125 267 -327  0
3885500 2480500  2 13 16   5.5 1009 287  1.9 3  2.9  53  162   92 269 -329  0
3885500 2480500  2 13 17   5.2 1009 297  1.5 3  3.0  53   57   58 264 -328  0
3885500 2480500  2 13 18   3.0 1009  22  1.2 3  2.9  57    0   11 260 -323  0
3885500 2480500  2 13 19   1.4 1009  76  1.5 4  2.7  61    0    0 259 -318  0
3885500 2480500  2 13 20   0.7 1009 124  3.0 5  2.7  66    0    0 265 -316  0
3885500 2480500  2 13 21   1.1 1009 100  2.1 7  2.8  68    0    0 278 -316  0
3885500 2480500  2 13 22   1.4 1009  70  1.3 7  2.8  68    0    0 288 -317  0
3885500 2480500  2 13 23   1.2 1009  78  1.3 7  2.9  69    0    0 289 -317  0
3885500 2480500  2 13 24   1.4 1009  27  1.6 6  3.0  71    0    0 284 -316  0
3885500 2480500  2 14  1   1.4 1009  30  0.8 6  3.1  73    0    0 280 -315  0
3885500 2480500  2 14  2   1.2 1009 253  1.6 6  3.1  75    0    0 278 -315  0
3885500 2480500  2 14  3   1.2 1009 210  1.8 7  3.2  76    0    0 282 -315  0
3885500 2480500  2 14  4   1.4 1008 170  2.0 8  3.2  77    0    0 289 -315  0
3885500 2480500  2 14  5   1.5 1008 190  2.1 8  3.3  78    0    0 293 -315  0
3885500 2480500  2 14  6   1.4 1008 276  0.7 8  3.3  79    0    0 292 -315  0
3885500 2480500  2 14  7   0.9 1008 256  1.1 8  3.3  80    0    0 291 -315  0
3885500 2480500  2 14  8   0.9 1008 230  1.4 8  3.3  82    0    5 289 -315  0
3885500 2480500  2 14  9   1.3 1008 213  1.4 8  3.4  82   10   52 290 -316  0
3885500 2480500  2 14 10   3.0 1008 243  1.4 6  3.5  79   24  118 282 -318  0
3885500 2480500  2 14 11   3.9 1008 253  2.0 6  3.6  75    7  141 276 -323  0
3885500 2480500  2 14 12   4.8 1008 258  1.6 7  3.8  73    6  161 281 -328  0
3885500 2480500  2 14 13   5.1 1008 197  2.5 7  4.2  77    1  135 287 -333  0
3885500 2480500  2 14 14   5.5 1007 192  2.8 7  4.4  80    0  104 287 -338  0
3885500 2480500  2 14 15   5.1 1007 216  2.2 8  4.5  81    0   90 293 -339  0
3885500 2480500  2 14 16   5.5 1006 151  1.4 8  4.7  84    0   76 297 -338  0
3885500 2480500  2 14 17   5.8 1006 145  0.9 8  4.7  82    0   41 298 -336  0
3885500 2480500  2 14 18   5.6 1005 180  1.5 7  4.5  79    0    2 295 -333  0
3885500 2480500  2 14 19   5.0 1005 166  2.4 7  4.3  77    0    0 289 -330  0
3885500 2480500  2 14 20   3.4 1005 179  1.4 7  4.0  78    0    0 286 -329  0
3885500 2480500  2 14 21   2.4 1005 251  1.5 7  3.9  83    0    0 284 -328  0
3885500 2480500  2 14 22   1.7 1004 239  0.4 7  3.9  88    0    0 285 -328  0
3885500 2480500  2 14 23   1.8 1004 257  2.0 7  4.0  91    0    0 287 -327  0
3885500 2480500  2 14 24   3.5 1004 243  3.0 5  4.4  94    0    0 286 -325  0
3885500 2480500  2 15  1   4.1 1004 234  4.2 8  4.7  93    0    0 296 -325  0
3885500 2480500  2 15  2   4.0 1003 241  2.7 8  4.8  94    0    0 310 -327  0
3885500 2480500  2 15  3   3.9 1002 240  3.4 6  4.9  97    0    0 303 -327  0
3885500 2480500  2 15  4   3.9 1002 207  3.9 4  5.0  99    0    0 285 -328  0
3885500 2480500  2 15  5   4.1 1001 199  3.8 6  4.9  96    0    0 284 -328  0
3885500 2480500  2 15  6   4.8 1001 202  5.3 6  4.9  93    0    0 296 -328  0
3885500 2480500  2 15  7   4.3 1000 223  4.0 7  4.9  93    0    0 304 -328  0
3885500 2480500  2 15  8   4.9  998 217  4.8 7  5.0  93    0    0 311 -328  0
3885500 2480500  2 15  9   5.4  998 231  4.0 8  5.1  92    0   11 320 -329  0
3885500 2480500  2 15 10   6.3  996 196  4.6 8  5.1  87    0   28 326 -332  0
3885500 2480500  2 15 11   6.8  995 208  5.1 7  5.0  81    0   53 324 -336  0
3885500 2480500  2 15 12   6.8  994 216  6.7 7  5.2  83    0   84 320 -340  0
3885500 2480500  2 15 13   6.8  993 228  7.3 7  5.6  89    0   85 322 -342  0
3885500 2480500  2 15 14   6.7  991 214  9.6 8  5.7  90    0   52 328 -343  0
3885500 2480500  2 15 15   6.4  990 229 11.1 8  5.5  90    0   63 333 -343  0
3885500 2480500  2 15 16   6.3  989 230  9.1 8  5.4  88    0   50 333 -341  0
3885500 2480500  2 15 17   6.8  989 222  9.3 8  5.2  83    0   22 334 -340  0
3885500 2480500  2 15 18   6.2  988 223  8.3 8  5.1  83    0    0 334 -339  0
3885500 2480500  2 15 19   6.1  988 217  8.3 8  5.4  89    0    0 334 -338  0
3885500 2480500  2 15 20   6.0  988 213  7.7 8  5.5  92    0    0 334 -337  0
3885500 2480500  2 15 21   6.5  988 223  6.9 8  5.6  92    0    0 335 -338  0
3885500 2480500  2 15 22   6.4  987 207  6.5 8  5.6  91    0    0 335 -338  0
3885500 2480500  2 15 23   6.8  987 216  6.1 8  5.6  90    0    0 336 -338  0
3885500 2480500  2 15 24   6.5  987 230  5.9 8  5.7  91    0    0 336 -338  0
3885500 2480500  2 16  1   6.8  986 220  6.1 8  5.9  95    0    0 337 -338  0
3885500 2480500  2 16  2   6.8  985 202  5.1 8  6.0  95    0    0 338 -338  0
3885500 2480500  2 16  3   6.6  983 203  3.1 8  6.0  95    0    0 338 -339  0
3885500 2480500  2 16  4   6.6  982 222  3.5 8  6.0  96    0    0 339 -339  0
3885500 2480500  2 16  5   6.5  980 202  2.6 8  6.1  98    0    0 339 -339  0
3885500 2480500  2 16  6   6.7  979 215  2.9 8  6.2  99    0    0 339 -339  0
3885500 2480500  2 16  7   7.2  979 207  4.0 7  6.4  99    0    0 332 -338  0
3885500 2480500  2 16  8   7.4  978 229  5.2 8  6.5  99    0    0 335 -338  0
3885500 2480500  2 16  9   7.7  979 242  4.1 7  6.6  99    0   26 336 -338  0
3885500 2480500  2 16 10   8.1  980 240  5.6 7  6.7  98    0   84 330 -339  0
3885500 2480500  2 16 11   8.4  981 258  5.5 7  6.8  96    0  109 331 -342  0
3885500 2480500  2 16 12  10.0  981 254  6.2 6  6.7  89   29  189 327 -347  0
3885500 2480500  2 16 13  10.3  982 250  7.1 5  6.4  80   70  212 319 -348  0
3885500 2480500  2 16 14  11.6  982 243  6.4 2  6.2  74  225  168 298 -348  0
3885500 2480500  2 16 15  10.4  981 235  5.3 5  5.9  70   68  170 298 -349  0
3885500 2480500  2 16 16   9.4  981 244  6.2 5  5.8  74   65  120 309 -350  0
3885500 2480500  2 16 17   9.3  980 225  4.1 7  6.0  79   23   64 316 -349  0
3885500 2480500  2 16 18   8.8  980 226  3.5 7  5.9  80    0    4 324 -348  0
3885500 2480500  2 16 19   7.3  980 224  6.3 8  6.0  87    0    0 325 -346  0
3885500 2480500  2 16 20   5.7  980 259  5.1 8  5.7  92    0    0 323 -344  0
3885500 2480500  2 16 21   5.6  980 207  5.2 8  5.4  93    0    0 319 -341  0
3885500 2480500  2 16 22   5.9  979 201  5.8 8  5.5  93    0    0 318 -340  0
3885500 2480500  2 16 23   6.3  979 200  4.8 8  5.7  94    0    0 320 -340  0
3885500 2480500  2 16 24   6.9  979 279  6.7 5  5.8  92    0    0 304 -338  0
3885500 2480500  2 17  1   7.0  979 236  7.9 8  5.7  88    0    0 305 -336  0
3885500 2480500  2 17  2   5.5  979 238  8.5 8  5.5  89    0    0 319 -333  0
3885500 2480500  2 17  3   4.9  980 251  6.9 8  5.3  93    0    0 316 -332  0
3885500 2480500  2 17  4   4.6  980 242  7.2 8  5.1  92    0    0 314 -333  0
3885500 2480500  2 17  5   3.8  981 224  6.3 6  4.9  93    0    0 301 -332  0
3885500 2480500  2 17  6   3.6  981 237  4.8 7  4.9  96    0    0 295 -332  0
3885500 2480500  2 17  7   4.7  981 247  7.3 7  4.8  92    0    0 303 -332  0
3885500 2480500  2 17  8   4.5  982 216  5.9 6  4.7  86    0    3 298 -331  0
3885500 2480500  2 17  9   5.4  982 215  7.1 6  4.7  84    6   51 292 -331  0
3885500 2480500  2 17 10   7.0  983 204  6.3 5  4.7  78   94  124 287 -332  0
3885500 2480500  2 17 11   8.2  983 209  8.3 4  4.8  72  179  165 276 -336  0
3885500 2480500  2 17 12   8.8  983 218  7.7 4  4.9  69  233  195 272 -340  0
3885500 2480500  2 17 13   9.1  983 214  7.0 7  4.8  65   24  205 290 -344  0
3885500 2480500  2 17 14   7.3  983 208  6.4 8  4.9  70    0   69 312 -347  0
3885500 2480500  2 17 15   8.2  983 228  7.3 6  5.1  76   29  173 305 -347  0
3885500 2480500  2 17 16   6.4  984 215  6.7 8  5.2  79   21  124 303 -345  0
3885500 2480500  2 17 17   5.9  984 227  5.7 7  5.4  89    0   42 303 -343  0
3885500 2480500  2 17 18   5.5  984 240  5.6 6  5.4  93    0    0 292 -341  0
3885500 2480500  2 17 19   5.6  984 219  6.7 7  5.3  92    0    0 291 -338  0
3885500 2480500  2 17 20   5.6  985 202  7.9 7  5.0  87    0    0 295 -337  0
3885500 2480500  2 17 21   5.8  985 212  8.2 3  4.7  81    0    0 273 -336  0
3885500 2480500  2 17 22   6.1  985 216  6.9 4  4.6  77    0    0 259 -334  0
3885500 2480500  2 17 23   5.9  986 223  7.3 4  4.6  76    0    0 266 -332  0
3885500 2480500  2 17 24   6.2  986 234  7.3 5  4.6  76    0    0 273 -329  0
3885500 2480500  2 18  1   5.6  986 220  7.9 5  4.6  78    0    0 280 -329  0
3885500 2480500  2 18  2   5.3  986 209  6.4 6  4.6  80    0    0 286 -330  0
3885500 2480500  2 18  3   6.2  986 209  6.3 8  4.6  79    0    0 303 -332  0
3885500 2480500  2 18  4   6.3  986 179  5.0 7  4.7  77    0    0 310 -333  0
3885500 2480500  2 18  5   5.7  985 221  3.4 7  4.7  79    0    0 305 -333  0
3885500 2480500  2 18  6   5.5  985 203  1.6 8  4.8  82    0    0 309 -333  0
3885500 2480500  2 18  7   4.5  984 206  2.8 8  4.7  84    0    0 312 -334  0
3885500 2480500  2 18  8   4.6  984 199  3.0 8  4.9  90    0    0 311 -336  0
3885500 2480500  2 18  9   4.6  983 204  2.1 6  5.1  94    0   33 301 -338  0
3885500 2480500  2 18 10   5.8  984 219  5.9 4  5.4  95   36  121 280 -341  0
3885500 2480500  2 18 11   9.1  985 191  7.9 4  5.7  86  133  165 277 -344  0
3885500 2480500  2 18 12   8.6  985 201  4.9 5  5.6  78   51  202 287 -348  0
3885500 2480500  2 18 13  10.6  985 192  9.1 5  5.1  67  108  219 293 -351  0
3885500 2480500  2 18 14  10.9  985 226 10.1 5  4.6  56  152  202 294 -354  0
3885500 2480500  2 18 15  11.6  985 209  9.3 5  4.6  54  127  174 295 -355  0
3885500 2480500  2 18 16  10.5  985 212  9.4 3  4.4  52  108  124 283 -353  0
3885500 2480500  2 18 17   8.2  984 230  8.1 5  4.4  59   37   69 278 -349  0
3885500 2480500  2 18 18   7.9  985 220  8.6 6  4.7  68    6   15 290 -344  0
3885500 2480500  2 18 19   6.1  985 232  6.0 7  4.9  76    0    0 298 -341  0
3885500 2480500  2 18 20   6.0  986 214  6.3 7  5.1  85    0    0 300 -339  0
3885500 2480500  2 18 21   5.8  986 234  7.0 7  5.1  86    0    0 297 -337  0
3885500 2480500  2 18 22   5.9  987 216  7.4 7  5.0  84    0    0 295 -335  0
3885500 2480500  2 18 23   5.9  988 211  6.2 7  4.9  82    0    0 294 -334  0
3885500 2480500  2 18 24   6.0  989 238  5.4 6  4.9  82    0    0 290 -334  0
3885500 2480500  2 19  1   6.1  989 263  5.6 5  4.8  81    0    0 281 -334  0
3885500 2480500  2 19  2   6.1  990 249  3.4 2  4.8  81    0    0 263 -333  0
3885500 2480500  2 19  3   6.0  990 266  3.2 2  4.8  80    0    0 247 -329  0
3885500 2480500  2 19  4   5.4  991 234  3.4 3  4.7  80    0    0 250 -325  0
3885500 2480500  2 19  5   4.0  990  28  2.6 4  4.5  82    0    0 257 -321  0
3885500 2480500  2 19  6   3.0  990 302  2.2 2  4.3  86    0    0 248 -317  0
3885500 2480500  2 19  7   2.3  990  44  3.3 3  4.3  90    0    0 243 -315  0
3885500 2480500  2 19  8   1.8  990  68  2.6 4  4.1  91    0    8 251 -316  0
3885500 2480500  2 19  9   3.4  989 350  3.8 4  4.2  90   36   57 257 -319  0
3885500 2480500  2 19 10   6.6  989  22  3.7 6  4.4  79   55  117 274 -325  0
3885500 2480500  2 19 11   8.0  989  72  4.0 6  4.4  68  110  159 291 -334  0
3885500 2480500  2 19 12  10.7  989  67  4.7 6  4.5  60  167  180 296 -345  0
3885500 2480500  2 19 13   9.7  988  62  3.7 7  4.5  56   20  185 304 -355  0
3885500 2480500  2 19 14  10.1  988 356  4.8 6  4.5  58   49  184 304 -361  0
3885500 2480500  2 19 15  11.2  987  68  5.0 5  4.6  56  107  162 299 -363  0
3885500 2480500  2 19 16  10.6  987  76  4.8 7  4.6  55    8  107 303 -363  0
3885500 2480500  2 19 17  10.2  986 101  4.9 8  4.5  56    0   44 312 -360  0
3885500 2480500  2 19 18   9.9  985 105  6.5 7  4.4  56    0    3 312 -352  0
3885500 2480500  2 19 19   9.4  984 103  6.2 7  4.3  57    0    0 306 -346  0
3885500 2480500  2 19 20   8.7  984 109  5.3 7  4.4  59    0    0 304 -342  0
3885500 2480500  2 19 21   8.0  984 103  3.5 7  4.3  62    0    0 301 -339  0
3885500 2480500  2 19 22   7.7  984 119  3.3 8  4.3  63    0    0 306 -337  0
3885500 2480500  2 19 23   7.1  985 181  3.0 8  4.3  65    0    0 311 -336  0
3885500 2480500  2 19 24   6.4  985 157  1.8 6  4.3  68    0    0 298 -336  0
3885500 2480500  2 20  1   5.8  985 210  1.0 8  4.3  71    0    0 297 -334  0
3885500 2480500  2 20  2   5.3  985 199  1.1 6  4.3  75    0    0 294 -332  0
3885500 2480500  2 20  3   5.6  985 251  1.5 5  4.4  76    0    0 276 -329  0
3885500 2480500  2 20  4   5.4  986 207  1.7 7  4.6  80    0    0 283 -328  0
3885500 2480500  2 20  5   5.0  986 136  1.1 8  4.9  88    0    0 303 -328  0
3885500 2480500  2 20  6   4.9  986 117  1.4 8  5.1  93    0    0 311 -329  0
3885500 2480500  2 20  7   4.6  987 144  1.9 6  5.2  94    0    0 297 -328  0
3885500 2480500  2 20  8   3.9  987 168  1.0 6  5.0  94    6   10 282 -326  0
3885500 2480500  2 20  9   4.6  988 235  0.4 4  5.0  94   95   22 269 -326  0
3885500 2480500  2 20 10   6.7  988 245  1.2 4  5.5  95   64   97 263 -328  0
3885500 2480500  2 20 11   6.8  989 281  3.2 7  5.8  92    1  117 286 -336  0
3885500 2480500  2 20 12   8.8  991  30  2.2 6  6.0  88   66  170 300 -346  0
3885500 2480500  2 20 13   8.3  991  10  2.5 7  6.0  84   27  175 301 -354  0
3885500 2480500  2 20 14   8.5  991  58  3.6 4  5.6  80  106  154 288 -358  0
3885500 2480500  2 20 15   9.9  991 264  3.3 5  5.4  73   19  141 278 -360  0
3885500 2480500  2 20 16   9.7  991 315  3.1 7  5.5  71    0   51 297 -359  0
3885500 2480500  2 20 17   8.6  991 339  1.2 6  5.3  72    1   55 301 -355  0
3885500 2480500  2 20 18   8.0  992 342  0.5 7  5.1  73    0    9 298 -346  0
3885500 2480500  2 20 19   7.7  991  16  1.8 6  5.1  76    0    0 296 -338  0
3885500 2480500  2 20 20   7.2  992  73  2.6 6  5.2  79    0    0 288 -336  0
3885500 2480500  2 20 21   6.9  992 173  1.8 7  5.1  81    0    0 294 -335  0
3885500 2480500  2 20 22   6.2  993 223  1.8 7  5.2  84    0    0 301 -331  0
3885500 2480500  2 20 23   5.4  993 226  2.6 7  5.2  89    0    0 299 -330  0
3885500 2480500  2 20 24   4.2  994 268  1.5 6  5.0  92    0    0 290 -329  0
3885500 2480500  2 21  1   3.9  994 240  1.5 6  4.9  95    0    0 282 -327  0
3885500 2480500  2 21  2   4.2  994 164  1.4 7  5.0  96    0    0 287 -327  0
3885500 2480500  2 21  3   4.3  994 341  1.1 6  5.0  96    0    0 288 -326  0
3885500 2480500  2 21  4   3.7  994  58  1.6 6  5.0  96    0    0 282 -323  0
3885500 2480500  2 21  5   3.1  994  78  1.8 6  4.8  96    0    0 280 -320  0
3885500 2480500  2 21  6   3.2  994  61  2.5 8  4.7  96    0    0 290 -316  0
3885500 2480500  2 21  7   3.3  995  58  2.2 8  4.7  96    0    0 303 -315  0
3885500 2480500  2 21  8   3.4  995  49  2.5 7  4.8  97    0    6 297 -315  0
3885500 2480500  2 21  9   3.8  996  24  2.2 4  4.9  97   11   59 275 -316  0
3885500 2480500  2 21 10   4.2  996   2  2.3 6  5.0  97   41  121 271 -323  0
3885500 2480500  2 21 11   4.9  997 327  2.5 6  5.2  97   91  167 284 -334  0
3885500 2480500  2 21 12   6.0  997  25  2.6 6  5.4  94  135  188 287 -346  0
3885500 2480500  2 21 13   7.6  997  16  3.5 5  5.6  89  205  186 284 -354  0
3885500 2480500  2 21 14   9.5  997  36  3.6 4  5.8  82  202  177 277 -359  0
3885500 2480500  2 21 15   8.9  997  22  4.3 5  5.7  78  137  160 278 -360  0
3885500 2480500  2 21 16   8.9  997  18  4.4 5  5.5  76  155  100 283 -359  0
3885500 2480500  2 21 17   8.6  997  31  5.0 5  5.4  76    6   65 282 -354  0
3885500 2480500  2 21 18   7.8  998  63  4.9 5  5.5  80    0    2 280 -347  0
3885500 2480500  2 21 19   6.8  998  66  4.3 6  5.3  82    0    0 282 -341  0
3885500 2480500  2 21 20   6.8  999  50  3.0 6  5.0  81    0    0 286 -335  0
3885500 2480500  2 21 21   6.8  999  50  3.7 6  5.0  80    0    0 287 -331  0
3885500 2480500  2 21 22   6.4 1000  60  4.5 6  4.9  80    0    0 287 -329  0
3885500 2480500  2 21 23   5.3 1000  52  4.6 5  4.6  79    0    0 278 -327  0
3885500 2480500  2 21 24   4.2 1001  60  5.0 5  4.2  78    0    0 270 -325  0
3885500 2480500  2 22  1   3.3 1002  71  5.5 5  4.0  80    0    0 268 -322  0
3885500 2480500  2 22  2   2.6 1003  45  4.4 4  3.9  82    0    0 258 -319  0
3885500 2480500  2 22  3   3.2 1004  48  4.9 3  3.9  82    0    0 245 -317  0
3885500 2480500  2 22  4   3.7 1004  43  5.1 6  3.9  80    0    0 259 -315  0
3885500 2480500  2 22  5   3.6 1004  46  5.3 5  3.9  78    0    0 270 -315  0
3885500 2480500  2 22  6   3.6 1004  45  4.8 8  3.9  78    0    0 283 -315  0
3885500 2480500  2 22  7   3.7 1005  40  4.8 7  3.8  77    0    0 296 -315  0
3885500 2480500  2 22  8   3.6 1005  24  4.8 8  3.8  76    0    5 298 -314  0
3885500 2480500  2 22  9   3.6 1006  20  4.7 8  3.8  76    0   40 305 -314  0
3885500 2480500  2 22 10   4.0 1006  36  5.2 8  3.8  75    0   78 305 -314  0
3885500 2480500  2 22 11   4.3 1006  24  4.7 7  3.8  74    0   91 299 -320  0
3885500 2480500  2 22 12   4.6 1007  36  4.5 7  3.8  72    0   88 293 -331  0
3885500 2480500  2 22 13   5.0 1007  45  4.7 7  3.9  72    0   70 293 -342  0
3885500 2480500  2 22 14   4.9 1007  42  4.6 7  3.9  71    0   59 293 -348  0
3885500 2480500  2 22 15   4.6 1006  42  5.4 7  3.8  71    0   62 291 -351  0
3885500 2480500  2 22 16   4.2 1006  46  5.1 8  3.8  72    0   49 295 -351  0
3885500 2480500  2 22 17   3.8 1007  51  5.2 8  3.7  73    0   41 299 -347  0
3885500 2480500  2 22 18   3.4 1007  39  4.6 8  3.6  73    0   14 298 -340  0
3885500 2480500  2 22 19   3.2 1007  42  3.7 8  3.5  73    0    0 297 -333  0
3885500 2480500  2 22 20   3.2 1008  41  3.8 8  3.5  72    0    0 297 -327  0
3885500 2480500  2 22 21   3.0 1008  32  4.3 8  3.4  71    0    0 295 -324  0
3885500 2480500  2 22 22   2.9 1008  28  4.2 8  3.3  71    0    0 295 -320  0
3885500 2480500  2 22 23   2.7 1008  38  2.9 8  3.3  72    0    0 294 -317  0
3885500 2480500  2 22 24   2.6 1008  28  3.3 8  3.3  72    0    0 295 -316  0
3885500 2480500  2 23  1   2.5 1008  33  2.9 8  3.3  73    0    0 296 -315  0
3885500 2480500  2 23  2   2.4 1008  32  3.3 8  3.3  73    0    0 295 -315  0
3885500 2480500  2 23  3   2.2 1008  26  3.3 8  3.3  73    0    0 296 -314  0
3885500 2480500  2 23  4   2.1 1008  27  3.4 8  3.3  74    0    0 296 -313  0
3885500 2480500  2 23  5   1.9 1007  30  3.5 8  3.3  74    0    0 296 -312  0
3885500 2480500  2 23  6   1.8 1007  18  3.6 8  3.2  74    0    0 296 -311  0
3885500 2480500  2 23  7   1.5 1007  12  3.4 8  3.2  74    0    0 296 -311  0
3885500 2480500  2 23  8   1.4 1007  42  3.2 8  3.1  74    0    6 295 -310  0
3885500 2480500  2 23  9   1.0 1007  18  3.9 8  3.2  77    0   43 297 -311  0
3885500 2480500  2 23 10   0.8 1007  35  3.6 8  3.2  80    0   64 297 -313  0
3885500 2480500  2 23 11   0.9 1006  59  3.1 7  3.3  82    0   60 292 -316  0
3885500 2480500  2 23 12   1.0 1006  66  3.6 8  3.3  82    0   69 294 -322  0
3885500 2480500  2 23 13   1.3 1006  65  3.8 7  3.4  81    0   71 293 -330  0
3885500 2480500  2 23 14   1.6 1006  57  3.4 8  3.4  79    0   64 293 -338  0
3885500 2480500  2 23 15   1.7 1005  63  4.1 7  3.3  78    0   70 292 -342  0
3885500 2480500  2 23 16   1.9 1005  56  3.6 8  3.3  77    0   56 291 -342  0
3885500 2480500  2 23 17   2.0 1004  44  2.9 8  3.3  76    0   44 295 -339  0
3885500 2480500  2 23 18   1.9 1004  62  3.3 8  3.3  74    0   11 295 -334  0
3885500 2480500  2 23 19   1.7 1004  67  3.5 8  3.2  73    0    0 293 -329  0
3885500 2480500  2 23 20   1.8 1004  66  3.2 8  3.1  72    0    0 292 -325  0
3885500 2480500  2 23 21   1.7 1004  58  3.1 8  3.0  70    0    0 290 -320  0
3885500 2480500  2 23 22   1.7 1003  55  3.7 8  3.0  70    0    0 290 -317  0
3885500 2480500  2 23 23   1.6 1003  47  3.6 8  3.1  72    0    0 291 -315  0
3885500 2480500  2 23 24   1.7 1003  54  3.7 8  3.2  74    0    0 291 -315  0
3885500 2480500  2 24  1   1.7 1002  60  3.6 8  3.3  75    0    0 292 -315  0
3885500 2480500  2 24  2   1.8 1002  56  4.3 8  3.3  76    0    0 293 -315  0
3885500 2480500  2 24  3   1.8 1002  60  3.8 8  3.4  77    0    0 294 -314  0
3885500 2480500  2 24  4   1.8 1002  63  4.4 8  3.4  77    0    0 295 -312  0
3885500 2480500  2 24  5   1.9 1001  61  4.4 8  3.3  76    0    0 295 -311  0
3885500 2480500  2 24  6   1.8 1001  67  5.0 7  3.3  76    0    0 289 -311  0
3885500 2480500  2 24  7   1.9 1002  59  5.0 6  3.3  74    0    0 277 -311  0
