     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3885500 2480500  6 27  8  21.3 1004  90  1.6 7 12.3  78    2  146 376 -449  1
3885500 2480500  6 27  9  22.7 1004 112  2.1 4 12.4  74   91  271 376 -458  1
3885500 2480500  6 27 10  22.3 1004 258  2.8 6 12.6  73    3  232 376 -467  1
3885500 2480500  6 27 11  21.8 1004 247  1.4 5 13.5  80  146  387 379 -481  1
3885500 2480500  6 27 12  23.9 1005 246  2.3 4 14.2  80  388  377 379 -501  1
3885500 2480500  6 27 13  25.7 1004 188  2.9 5 13.8  69  433  371 387 -517  1
3885500 2480500  6 27 14  27.1 1004 160  1.9 3 12.1  55  578  285 388 -524  1
3885500 2480500  6 27 15  27.9 1003 305  3.6 2 11.6  50  533  263 382 -518  1
3885500 2480500  6 27 16  28.2 1003 283  4.2 1 12.5  52  442  240 378 -506  1
3885500 2480500  6 27 17  28.3 1002 288  3.8 2 12.2  50  259  239 376 -493  1
3885500 2480500  6 27 18  28.6 1002 303  3.7 1 11.7  48  163  184 375 -481  1
3885500 2480500  6 27 19  27.3 1003 325  3.3 2 11.2  47  105  114 370 -476  1
3885500 2480500  6 27 20  25.6 1003 334  2.3 4 11.1  51   30   49 374 -469  1
3885500 2480500  6 27 21  24.2 1003 344  4.2 6 11.7  58    0    2 384 -460  1
3885500 2480500  6 27 22  22.7 1004 354  3.6 5 11.8  64    0    0 382 -451  1
3885500 2480500  6 27 23  21.4 1004  15  3.6 4 11.3  67    0    0 368 -448  1
3885500 2480500  6 27 24  20.3 1004  38  1.8 2 10.9  70    0    0 349 -446  1
3885500 2480500  6 28  1  19.5 1005  33  3.2 4 11.0  75    0    0 346 -439  1
3885500 2480500  6 28  2  19.4 1004  13  2.6 4 11.1  78    0    0 354 -432  1
3885500 2480500  6 28  3  18.7 1004  24  3.1 6 11.1  80    0    0 361 -427  1
3885500 2480500  6 28  4  18.5 1004  19  3.5 8 11.1  81    0    0 374 -421  1
3885500 2480500  6 28  5  17.6 1004  46  2.6 7 11.2  86    0    1 373 -417  1
3885500 2480500  6 28  6  17.4 1004   8  1.3 8 11.7  92    0   18 367 -415  1
3885500 2480500  6 28  7  17.3 1004  32  3.3 8 12.0  95    0   43 366 -415  1
3885500 2480500  6 28  8  16.9 1004 331  2.7 8 11.8  95    0   68 361 -420  1
3885500 2480500  6 28  9  17.4 1005 356  1.8 8 11.7  94    0  120 359 -432  1
3885500 2480500  6 28 10  17.1 1005 306  1.3 8 12.0  96    0  174 359 -447  1
3885500 2480500  6 28 11  17.8 1005  47  2.4 7 12.1  96   33  316 358 -463  1
3885500 2480500  6 28 12  19.6 1005  41  1.9 7 12.3  90   93  379 359 -479  1
3885500 2480500  6 28 13  21.5 1005  15  1.8 5 12.3  80  230  403 358 -493  1
3885500 2480500  6 28 14  23.7 1005  28  2.7 4 12.3  70  507  289 358 -502  1
3885500 2480500  6 28 15  24.7 1004  41  3.0 3 12.7  66  622  180 361 -506  1
3885500 2480500  6 28 16  25.0 1004  35  3.3 3 12.4  62  418  226 361 -504  1
3885500 2480500  6 28 17  24.4 1003  35  3.5 6 12.1  61   49  228 367 -500  1
3885500 2480500  6 28 18  24.5 1003   1  2.5 7 12.3  63    1  109 379 -493  1
3885500 2480500  6 28 19  24.2 1003  47  2.8 5 12.5  65   59  112 378 -484  1
3885500 2480500  6 28 20  23.2 1003  51  2.1 5 12.5  67   11   43 370 -473  1
3885500 2480500  6 28 21  22.3 1004  44  2.4 7 12.5  71    0    0 374 -462  1
3885500 2480500  6 28 22  21.7 1004  86  3.1 7 12.5  75    0    0 379 -453  1
3885500 2480500  6 28 23  21.3 1004  76  1.9 7 12.5  77    0    0 378 -449  1
3885500 2480500  6 28 24  20.8 1005  29  3.2 6 12.7  80    0    0 375 -445  1
3885500 2480500  6 29  1  20.1 1004  72  3.4 3 13.3  87    0    0 357 -441  1
3885500 2480500  6 29  2  19.8 1005  50  3.1 2 13.5  91    0    0 339 -437  1
3885500 2480500  6 29  3  19.3 1004  54  3.0 4 13.3  92    0    0 340 -432  1
3885500 2480500  6 29  4  18.7 1005  35  3.1 6 13.0  93    0    0 355 -429  1
3885500 2480500  6 29  5  18.7 1004 338  3.7 8 12.8  93    1   11 370 -428  1
3885500 2480500  6 29  6  18.6 1005   2  2.3 4 12.7  93   22   54 360 -425  1
3885500 2480500  6 29  7  18.9 1005  22  2.5 4 12.3  89   48  120 342 -426  1
3885500 2480500  6 29  8  20.0 1005  45  3.2 4 11.7  82  172  177 344 -431  1
3885500 2480500  6 29  9  21.1 1005  66  3.2 2 11.4  74  352  187 341 -440  1
3885500 2480500  6 29 10  22.5 1005  65  3.8 1 11.6  70  595  131 337 -456  1
3885500 2480500  6 29 11  24.1 1005  44  3.8 1 11.5  63  704  133 341 -475  1
3885500 2480500  6 29 12  25.4 1005  60  3.9 1 11.0  56  758  143 350 -495  1
3885500 2480500  6 29 13  27.1 1005  64  4.0 2 10.4  48  395  354 359 -513  1
3885500 2480500  6 29 14  27.8 1004  80  3.5 2 10.0  43  659  202 368 -529  1
3885500 2480500  6 29 15  27.4 1004  90  2.8 2 10.4  44  645  163 371 -542  1
3885500 2480500  6 29 16  27.6 1004  52  2.5 2 10.3  44  579  133 370 -542  1
3885500 2480500  6 29 17  27.8 1004  14  3.2 2 10.2  43  434  130 371 -533  1
3885500 2480500  6 29 18  27.3 1004  66  3.7 5 10.5  45  138  176 379 -521  1
3885500 2480500  6 29 19  26.4 1005 359  2.0 4 10.6  48   43  112 383 -503  1
3885500 2480500  6 29 20  24.8 1005 111  3.1 6 11.1  54   36   44 381 -477  1
3885500 2480500  6 29 21  23.6 1006  86  2.8 6 11.4  60    0    2 388 -453  1
3885500 2480500  6 29 22  22.4 1006  41  2.7 6 11.6  66    0    0 394 -444  1
3885500 2480500  6 29 23  21.2 1007  90  2.1 5 11.5  70    0    0 388 -443  1
3885500 2480500  6 29 24  20.4 1008 108  1.6 4 11.1  71    0    0 377 -445  1
3885500 2480500  6 30  1  19.5 1001 171  1.2 2 10.4  71    0    0 315 -413  1
3885500 2480500  6 30  2  18.9 1001 215  1.1 2  9.9  70    0    0 312 -409  1
3885500 2480500  6 30  3  18.2 1001 278  0.9 1  9.4  70    0    0 311 -406  1
3885500 2480500  6 30  4  17.9 1001 297  0.8 2  9.3  71    0    0 312 -403  1
3885500 2480500  6 30  5  18.1 1001 302  0.9 2  9.3  71    0    4 311 -400  1
3885500 2480500  6 30  6  17.8 1002 359  0.2 3  9.2  74   41   51 309 -399  1
3885500 2480500  6 30  7  20.0 1002  20  1.2 2  9.5  69  143   94 312 -403  1
3885500 2480500  6 30  8  22.1 1002  40  1.7 1  9.9  62  288  118 314 -412  1
3885500 2480500  6 30  9  23.2 1002  39  1.7 1 10.1  58  437  132 320 -431  1
3885500 2480500  6 30 10  25.0 1002  47  1.8 3 10.3  54  584  134 329 -454  1
3885500 2480500  6 30 11  26.4 1002  47  1.8 3 10.5  50  677  145 339 -474  1
3885500 2480500  6 30 12  27.5 1002  57  1.4 2 10.5  46  743  148 345 -492  1
3885500 2480500  6 30 13  28.8 1001  60  1.4 1 10.2  42  811  121 349 -506  1
3885500 2480500  6 30 14  29.5 1001  65  2.6 1  9.7  38  808  108 351 -515  1
3885500 2480500  6 30 15  30.0 1000  69  1.9 0  9.1  34  720  117 351 -519  1
3885500 2480500  6 30 16  30.8 1000  71  2.0 0  8.6  31  596  122 351 -519  1
3885500 2480500  6 30 17  31.4 1000  48  1.4 1  7.8  27  474  108 354 -513  1
3885500 2480500  6 30 18  30.7 1000  44  1.1 1  7.6  27  315  100 355 -505  1
3885500 2480500  6 30 19  30.7 1000  42  1.4 1  7.7  28  164   81 355 -492  1
3885500 2480500  6 30 20  29.3  999  67  1.9 1  7.8  29   52   46 355 -477  1
3885500 2480500  6 30 21  25.4  999  95  1.2 1  8.8  38    2    8 349 -460  1
3885500 2480500  6 30 22  23.2  999  92  0.9 1 10.0  52    0    0 340 -444  1
3885500 2480500  6 30 23  21.5  999 110  1.0 1 10.3  60    0    0 334 -434  1
3885500 2480500  6 30 24  20.8 1000 193  0.7 1 10.0  63    0    0 330 -427  1
3885500 2480500  7  1  1  19.9 1000 202  0.5 0  9.8  66    0    0 321 -421  1
3885500 2480500  7  1  2  18.7 1000 227  1.5 0  9.8  69    0    0 317 -420  1
3885500 2480500  7  1  3  17.8 1000 208  1.5 0  9.9  74    0    0 313 -418  1
3885500 2480500  7  1  4  17.2 1000 185  1.2 1  9.6  76    0    0 312 -418  1
3885500 2480500  7  1  5  16.4 1000 182  0.1 1  9.4  78    0    0 312 -418  1
3885500 2480500  7  1  6  17.9 1000 182  1.0 1  9.8  79   30   52 310 -418  1
3885500 2480500  7  1  7  20.8 1000 209  1.4 1 10.3  72  123  102 315 -422  1
3885500 2480500  7  1  8  22.7 1000 197  2.0 0 10.8  65  258  133 319 -433  1
3885500 2480500  7  1  9  24.6 1000 241  2.4 1 11.2  60  402  150 327 -447  1
3885500 2480500  7  1 10  26.2 1000 267  2.6 2 11.2  54  507  176 341 -464  1
3885500 2480500  7  1 11  28.0 1000 169  2.3 2 11.1  49  584  202 352 -480  1
3885500 2480500  7  1 12  29.6  999 162  1.6 3 11.0  44  625  223 363 -496  1
3885500 2480500  7  1 13  30.8 1000 159  1.2 3 10.7  39  668  212 374 -510  1
3885500 2480500  7  1 14  31.2 1000 185  1.6 3  9.9  35  645  209 377 -521  1
3885500 2480500  7  1 15  31.5  999 139  2.1 2  9.3  32  593  194 373 -525  1
3885500 2480500  7  1 16  30.8  999 147  1.7 2  9.1  32  509  173 366 -525  1
3885500 2480500  7  1 17  31.3  999 188  1.6 3  8.9  31  383  157 366 -519  1
3885500 2480500  7  1 18  31.7  998 206  1.3 4  8.8  30  131  181 372 -509  1
3885500 2480500  7  1 19  29.7  998 249  4.9 6  8.8  31   18  106 382 -497  1
3885500 2480500  7  1 20  27.7  997  33  3.2 6  9.8  39    0   39 386 -484  1
3885500 2480500  7  1 21  26.4  997 293  4.3 6 10.8  48    0    3 383 -468  1
3885500 2480500  7  1 22  25.1  998 183  3.0 6 11.3  54    0    0 382 -450  1
3885500 2480500  7  1 23  22.5  998 238  4.1 6 12.0  64    0    0 376 -438  1
3885500 2480500  7  1 24  24.5  999 306  4.3 7 12.3  66    0    0 379 -430  1
3885500 2480500  7  2  1  21.9  998 321  3.0 6 12.1  67    0    0 377 -423  1
3885500 2480500  7  2  2  21.5  999 248  2.3 5 12.2  74    0    0 360 -421  1
3885500 2480500  7  2  3  20.6  998 130  3.2 5 12.5  79    0    0 352 -420  1
3885500 2480500  7  2  4  20.3  998  96  2.0 6 12.8  83    0    0 357 -418  1
3885500 2480500  7  2  5  20.2  997 322  1.0 6 12.8  84    0    0 364 -414  1
3885500 2480500  7  2  6  20.2  997 349  1.5 6 12.9  85    4   43 363 -413  1
3885500 2480500  7  2  7  21.2  997 169  1.5 3 13.3  85   38  125 345 -417  1
3885500 2480500  7  2  8  21.8  996 288  1.7 6 14.0  85    0  113 348 -426  1
3885500 2480500  7  2  9  22.3  996 258  2.4 7 14.1  83    0  115 374 -434  1
3885500 2480500  7  2 10  22.7  996 233  2.5 7 13.9  79    3  229 381 -440  1
3885500 2480500  7  2 11  23.7  995 221  2.1 6 14.0  76   40  349 379 -442  1
3885500 2480500  7  2 12  25.1  994 241  2.0 5 13.9  70  164  430 375 -452  1
3885500 2480500  7  2 13  26.1  994 191  2.6 3 13.6  64  487  354 366 -472  1
3885500 2480500  7  2 14  26.6  993 207  3.1 3 13.5  61  390  381 362 -485  1
3885500 2480500  7  2 15  27.6  992 225  2.2 5 13.6  59  132  384 376 -489  1
3885500 2480500  7  2 16  26.5  991 233  4.7 4 13.1  57   76  322 379 -491  1
3885500 2480500  7  2 17  25.7  991 221  1.6 5 12.7  58  146  273 373 -486  1
3885500 2480500  7  2 18  26.0  989 226  2.5 4 12.5  58   96  201 367 -475  1
3885500 2480500  7  2 19  24.9  989 239  4.1 5 12.5  59   27  118 362 -466  1
3885500 2480500  7  2 20  24.1  989 255  1.9 4 12.9  65    5   46 358 -456  1
3885500 2480500  7  2 21  23.8  989 268  3.7 6 12.7  66    0    5 367 -447  1
3885500 2480500  7  2 22  22.6  990 269  1.7 6 12.5  68    0    0 382 -445  1
3885500 2480500  7  2 23  21.2  989 253  2.5 6 12.8  75    0    0 382 -444  1
3885500 2480500  7  2 24  20.3  990 218  1.9 5 12.8  81    0    0 376 -438  1
3885500 2480500  7  3  1  19.3  989 287  3.1 5 12.5  84    0    0 369 -433  1
3885500 2480500  7  3  2  19.3  989 232  2.2 5 12.3  85    0    0 367 -432  1
3885500 2480500  7  3  3  19.3  989 260  2.8 5 12.2  85    0    0 367 -432  1
3885500 2480500  7  3  4  18.4  989 252  3.5 6 12.1  86    0    0 369 -432  1
3885500 2480500  7  3  5  17.9  989 239  3.3 7 12.0  89    0    0 375 -431  1
3885500 2480500  7  3  6  18.4  989 247  3.7 7 11.9  89    0   17 379 -427  1
3885500 2480500  7  3  7  18.7  989 237  3.5 7 11.8  86    0   57 379 -424  1
3885500 2480500  7  3  8  19.9  989 241  4.4 8 11.7  81    0   91 385 -427  1
3885500 2480500  7  3  9  20.7  989 244  4.5 6 11.9  78   68  239 383 -435  1
3885500 2480500  7  3 10  21.6  989 240  5.3 6 12.1  74   67  289 377 -447  1
3885500 2480500  7  3 11  22.5  989 247  3.5 8 12.1  71    3  249 388 -452  1
3885500 2480500  7  3 12  22.4  989 238  2.7 8 11.9  68    0  156 396 -456  1
3885500 2480500  7  3 13  20.5  989 239  1.8 8 11.9  72    0  134 392 -469  1
3885500 2480500  7  3 14  20.8  989 265  3.7 8 11.9  76    0  116 389 -479  1
3885500 2480500  7  3 15  20.4  989 276  4.2 8 11.8  75    0   86 387 -485  1
3885500 2480500  7  3 16  19.7  990 220  3.6 7 12.3  81    8  218 383 -486  1
3885500 2480500  7  3 17  22.5  990 234  4.0 4 12.4  77  339  146 375 -481  1
3885500 2480500  7  3 18  21.8  990 232  4.6 4 12.0  70  254  102 368 -474  1
3885500 2480500  7  3 19  20.5  989 257  4.0 5 11.8  73   92   93 367 -465  1
3885500 2480500  7  3 20  19.3  990 266  2.5 7 11.8  79   32   43 373 -454  1
3885500 2480500  7  3 21  18.0  990 200  2.8 5 11.5  84    0    8 371 -444  1
3885500 2480500  7  3 22  17.9  991 244  3.8 8 11.3  86    0    0 373 -437  1
3885500 2480500  7  3 23  18.0  991 236  2.9 8 11.1  84    0    0 384 -432  1
3885500 2480500  7  3 24  16.5  992 223  2.6 8 10.8  86    0    0 383 -426  1
3885500 2480500  7  4  1  17.0  993 221  3.0 8 10.5  86    0    0 382 -423  1
3885500 2480500  7  4  2  16.8  994 238  3.0 7 10.3  84    0    0 379 -422  1
3885500 2480500  7  4  3  16.2  994 237  3.2 5  9.9  83    0    0 366 -421  1
3885500 2480500  7  4  4  15.9  994 235  3.7 5  9.6  83    0    0 357 -419  1
3885500 2480500  7  4  5  16.3  995 243  3.5 4  9.6  82    0    0 351 -416  1
3885500 2480500  7  4  6  15.7  995 244  4.7 5  9.5  82    0   27 348 -414  1
3885500 2480500  7  4  7  16.1  996 238  3.6 5  9.5  83   30  109 350 -416  1
3885500 2480500  7  4  8  16.4  996 235  4.4 8  9.5  81    2  125 364 -422  1
3885500 2480500  7  4  9  15.3  998 238  3.9 8  9.5  83    0  140 378 -428  1
3885500 2480500  7  4 10  15.8  999 283  5.3 8  9.3  83    0  181 376 -434  1
3885500 2480500  7  4 11  16.0  999 343  2.2 8  9.3  81    0  144 377 -433  1
3885500 2480500  7  4 12  15.5 1000 356  1.7 8  9.2  81    0  145 376 -433  1
3885500 2480500  7  4 13  17.5 1000 329  0.0 8  9.0  76    2  258 377 -441  1
3885500 2480500  7  4 14  19.2 1001 237  1.6 8  8.9  67   10  286 378 -449  1
3885500 2480500  7  4 15  19.9 1001 280  2.2 5  9.1  63   84  330 367 -458  1
3885500 2480500  7  4 16  20.5 1001 297  3.4 4  9.1  60  362  237 354 -465  1
3885500 2480500  7  4 17  21.3 1001 304  3.2 5  8.9  57  216  222 356 -467  1
3885500 2480500  7  4 18  21.1 1001   0  3.0 3  8.8  55  188  151 353 -464  1
3885500 2480500  7  4 19  19.8 1001 321  3.6 1  8.6  57  150   80 336 -455  1
3885500 2480500  7  4 20  18.9 1001 351  2.6 3  8.4  59   27   47 331 -446  1
3885500 2480500  7  4 21  16.9 1002 167  0.8 4  8.6  66    0    5 338 -433  1
3885500 2480500  7  4 22  15.0 1003 248  1.2 4  8.8  77    0    0 336 -420  1
3885500 2480500  7  4 23  13.3 1004 297  0.9 5  8.7  85    0    0 334 -411  1
3885500 2480500  7  4 24  12.6 1004 241  0.8 0  8.3  88    0    0 313 -404  1
3885500 2480500  7  5  1  11.5 1005 257  1.1 3  8.2  92    0    0 301 -398  1
3885500 2480500  7  5  2  11.3 1005 267  1.3 5  8.1  95    0    0 319 -394  1
3885500 2480500  7  5  3  12.0 1005 351  2.2 3  8.0  93    0    0 318 -391  1
3885500 2480500  7  5  4  11.3 1005  63  1.3 3  8.0  93    0    0 308 -387  1
3885500 2480500  7  5  5  12.1 1005  17  2.4 3  8.0  92    0    0 307 -384  1
3885500 2480500  7  5  6  13.3 1005  66  1.3 4  8.2  89   12   52 313 -382  1
3885500 2480500  7  5  7  14.1 1006  70  2.4 3  8.9  90   23  120 315 -386  1
3885500 2480500  7  5  8  16.5 1006 358  2.5 5  9.6  88   38  192 324 -396  1
3885500 2480500  7  5  9  19.6 1006 279  2.6 6  9.7  74   23  245 345 -409  1
3885500 2480500  7  5 10  20.0 1006 292  2.0 5  9.5  65   83  345 348 -424  1
3885500 2480500  7  5 11  21.3 1006 271  2.4 3  9.2  60  371  371 338 -439  1
3885500 2480500  7  5 12  20.9 1006 308  2.8 2  8.7  55  435  386 327 -453  1
3885500 2480500  7  5 13  21.8 1006 289  2.5 2  8.5  53  440  399 325 -464  1
3885500 2480500  7  5 14  22.1 1006 293  2.7 4  8.3  50  120  429 333 -471  1
3885500 2480500  7  5 15  22.5 1005 323  1.3 5  8.4  50   59  354 345 -474  1
3885500 2480500  7  5 16  22.6 1005 326  1.5 4  8.6  50  116  348 345 -473  1
3885500 2480500  7  5 17  22.4 1005   1  2.2 3  8.6  50  217  275 337 -467  1
3885500 2480500  7  5 18  22.5 1005 346  2.0 3  8.2  48  125  208 331 -458  1
3885500 2480500  7  5 19  22.2 1005   4  1.8 4  8.1  48   66  129 333 -447  1
3885500 2480500  7  5 20  20.5 1005  38  1.6 6  8.3  52   10   52 341 -435  1
3885500 2480500  7  5 21  18.3 1005  85  0.5 4  8.6  61    0    8 335 -422  1
3885500 2480500  7  5 22  17.5 1006 286  1.0 4  9.2  71    0    0 320 -411  1
3885500 2480500  7  5 23  15.6 1006  35  1.5 4  9.4  79    0    0 315 -403  1
3885500 2480500  7  5 24  15.2 1007  15  0.7 1  9.1  83    0    0 296 -397  1
3885500 2480500  7  6  1  14.7 1007  82  0.7 2  8.9  83    0    0 281 -392  1
3885500 2480500  7  6  2  14.6 1007  75  1.5 1  8.6  82    0    0 280 -389  1
3885500 2480500  7  6  3  13.4 1007 111  1.5 1  8.3  83    0    0 271 -386  1
3885500 2480500  7  6  4  13.8 1007  80  1.3 0  8.2  83    0    0 266 -383  1
3885500 2480500  7  6  5  13.4 1007  82  0.6 2  8.1  83    0    0 270 -380  1
3885500 2480500  7  6  6  13.9 1007  94  0.6 2  8.2  83   10   46 282 -380  1
3885500 2480500  7  6  7  15.4 1007  88  0.9 4  8.6  82   20  108 297 -385  1
3885500 2480500  7  6  8  17.7 1007  90  0.5 3  9.0  76  120  189 309 -396  1
3885500 2480500  7  6  9  19.2 1008  84  0.9 3  9.3  69  235  237 314 -410  1
3885500 2480500  7  6 10  21.4 1007  80  1.0 5  9.5  63  357  266 332 -425  1
3885500 2480500  7  6 11  22.8 1007  83  1.8 5  9.3  56  431  294 350 -440  1
3885500 2480500  7  6 12  23.6 1007  93  1.8 5  8.8  49  489  305 354 -453  1
3885500 2480500  7  6 13  24.6 1007  99  1.7 6  8.3  44  437  343 361 -462  1
3885500 2480500  7  6 14  25.0 1006  82  2.1 6  8.1  41  442  326 366 -468  1
3885500 2480500  7  6 15  25.6 1006  61  2.5 4  7.9  39  466  274 361 -471  1
3885500 2480500  7  6 16  25.8 1005  56  1.8 4  7.8  38  382  251 356 -469  1
3885500 2480500  7  6 17  25.5 1005  66  2.0 5  8.0  38  325  193 360 -465  1
3885500 2480500  7  6 18  25.3 1005  86  1.5 4  8.1  40  213  153 360 -458  1
3885500 2480500  7  6 19  25.4 1004  94  1.2 3  8.2  40  117  103 352 -448  1
3885500 2480500  7  6 20  23.8 1005  81  1.5 4  8.7  44   34   50 352 -440  1
3885500 2480500  7  6 21  22.1 1005  61  1.9 4  9.3  53    1   10 354 -433  1
3885500 2480500  7  6 22  20.3 1005  53  1.1 2  9.6  60    0    0 345 -427  1
3885500 2480500  7  6 23  18.6 1005  83  1.6 2  9.5  66    0    0 335 -421  1
3885500 2480500  7  6 24  17.2 1006  63  1.5 3  9.3  72    0    0 333 -418  1
3885500 2480500  7  7  1  16.6 1006  79  1.5 0  9.2  76    0    0 324 -415  1
3885500 2480500  7  7  2  15.7 1005  96  1.1 0  9.1  79    0    0 312 -410  1
3885500 2480500  7  7  3  15.4 1005 113  1.1 0  9.0  80    0    0 311 -407  1
3885500 2480500  7  7  4  14.4 1005 128  1.3 0  8.8  82    0    0 311 -404  1
3885500 2480500  7  7  5  14.1 1005  74  0.9 1  8.6  84    0    0 313 -401  1
3885500 2480500  7  7  6  14.8 1005  44  0.8 1  8.8  85   16   49 317 -401  1
3885500 2480500  7  7  7  17.6 1005  82  1.5 1  9.3  80   79  115 323 -405  1
3885500 2480500  7  7  8  19.6 1005  87  1.7 0  9.8  73  203  161 328 -415  1
3885500 2480500  7  7  9  21.3 1005  91  1.3 0 10.1  67  346  186 334 -428  1
3885500 2480500  7  7 10  23.9 1005  67  1.8 0 10.0  58  470  206 341 -444  1
3885500 2480500  7  7 11  25.3 1005  91  1.8 0  9.6  49  562  224 344 -461  1
3885500 2480500  7  7 12  26.5 1005  84  1.9 0  9.1  43  631  229 342 -476  1
3885500 2480500  7  7 13  26.9 1004  82  2.5 0  9.1  41  668  222 345 -488  1
3885500 2480500  7  7 14  27.8 1004  87  1.9 0  9.1  39  648  217 349 -495  1
3885500 2480500  7  7 15  28.1 1004  66  2.6 1  8.7  37  598  201 354 -498  1
3885500 2480500  7  7 16  28.9 1003  68  2.5 1  8.6  35  499  188 358 -497  1
3885500 2480500  7  7 17  28.7 1003  78  2.2 0  8.7  35  376  168 357 -493  1
3885500 2480500  7  7 18  28.7 1003  75  2.1 1  9.1  36  238  144 358 -487  1
3885500 2480500  7  7 19  28.0 1003  90  1.4 1  9.6  39  122  103 361 -478  1
3885500 2480500  7  7 20  27.2 1003  42  1.8 3 10.3  44   33   50 366 -465  1
3885500 2480500  7  7 21  24.5 1003  74  1.4 2 11.0  52    0    7 364 -452  1
3885500 2480500  7  7 22  22.3 1004  39  0.7 1 11.1  61    0    0 351 -441  1
3885500 2480500  7  7 23  21.5 1004  71  1.9 1 10.8  65    0    0 344 -433  1
3885500 2480500  7  7 24  21.4 1004   1  0.7 0 10.4  64    0    0 339 -428  1
3885500 2480500  7  8  1  20.3 1004  17  0.5 1 10.3  66    0    0 336 -424  1
3885500 2480500  7  8  2  19.3 1004  50  1.5 1 10.6  72    0    0 336 -420  1
3885500 2480500  7  8  3  18.8 1004 105  1.7 0 10.5  75    0    0 331 -416  1
3885500 2480500  7  8  4  18.1 1004  50  0.9 0 10.1  75    0    0 326 -413  1
3885500 2480500  7  8  5  17.6 1005  79  1.7 0 10.0  77    0    0 324 -409  1
3885500 2480500  7  8  6  17.5 1005 136  0.3 0 10.0  79   17   47 322 -408  1
3885500 2480500  7  8  7  20.3 1005 220  0.6 0 10.4  76   90  108 326 -412  1
3885500 2480500  7  8  8  22.0 1005 214  1.7 0 10.9  69  220  145 333 -424  1
3885500 2480500  7  8  9  23.6 1005 192  2.1 0 10.9  62  374  159 340 -443  1
3885500 2480500  7  8 10  26.3 1005 232  2.3 0 10.7  54  500  174 349 -462  1
3885500 2480500  7  8 11  27.3 1005 282  2.8 0 10.8  48  618  173 357 -482  1
3885500 2480500  7  8 12  28.7 1005 257  2.2 0 10.4  43  686  177 362 -501  1
3885500 2480500  7  8 13  29.7 1005 315  2.8 0  9.5  37  717  173 368 -514  1
3885500 2480500  7  8 14  30.4 1004 296  2.4 0  9.3  35  684  177 372 -518  1
3885500 2480500  7  8 15  30.9 1004 351  1.5 0  9.2  33  635  162 375 -521  1
3885500 2480500  7  8 16  31.4 1004   4  1.5 0  8.9  31  532  154 378 -524  1
3885500 2480500  7  8 17  31.5 1004  36  1.4 0  8.7  30  398  144 378 -520  1
3885500 2480500  7  8 18  30.6 1003  47  1.9 1  8.9  31  262  124 378 -513  1
3885500 2480500  7  8 19  30.7 1003  73  2.0 1  9.5  34  135   92 379 -501  1
3885500 2480500  7  8 20  29.1 1003  87  2.4 1 10.7  40   45   46 378 -486  1
3885500 2480500  7  8 21  25.8 1003  80  1.5 0 11.7  50    1    8 370 -470  1
3885500 2480500  7  8 22  24.4 1004  42  1.1 1 11.7  58    0    0 362 -457  1
3885500 2480500  7  8 23  22.4 1005  42  1.4 1 11.6  64    0    0 355 -449  1
3885500 2480500  7  8 24  21.6 1005 121  1.9 1 11.6  69    0    0 348 -444  1
3885500 2480500  7  9  1  22.3 1005 186  1.9 1 11.3  68    0    0 346 -439  1
3885500 2480500  7  9  2  21.4 1005 203  1.8 2 11.1  67    0    0 344 -433  1
3885500 2480500  7  9  3  21.0 1005 222  2.1 2 11.0  69    0    0 342 -429  1
3885500 2480500  7  9  4  19.8 1005 211  1.6 2 11.0  72    0    0 338 -426  1
3885500 2480500  7  9  5  19.5 1005 225  0.7 1 11.0  76    0    0 333 -423  1
3885500 2480500  7  9  6  20.3 1005 245  0.3 1 11.0  75   14   47 331 -423  1
3885500 2480500  7  9  7  21.6 1005 249  1.0 1 11.4  72   77  115 332 -428  1
3885500 2480500  7  9  8  23.0 1005 272  0.4 1 11.8  69  156  179 335 -439  1
3885500 2480500  7  9  9  24.6 1005 310  1.9 2 12.0  64  264  226 343 -455  1
3885500 2480500  7  9 10  26.7 1005 267  1.5 2 12.2  58  399  245 354 -475  1
3885500 2480500  7  9 11  28.4 1005 267  1.1 1 12.1  52  504  256 362 -495  1
3885500 2480500  7  9 12  30.0 1004 275  1.4 1 12.0  47  582  256 370 -513  1
3885500 2480500  7  9 13  31.2 1004 287  1.5 1 11.7  42  623  247 377 -523  1
3885500 2480500  7  9 14  32.3 1004 212  1.5 1 11.3  38  594  248 381 -525  1
3885500 2480500  7  9 15  32.8 1003 188  2.4 1 11.1  36  536  237 385 -526  1
3885500 2480500  7  9 16  32.2 1003 172  2.2 1 11.2  36  431  225 384 -523  1
3885500 2480500  7  9 17  32.6 1003 185  2.5 1 11.3  36  299  208 384 -521  1
3885500 2480500  7  9 18  32.6 1003 264  2.7 2 11.7  37  149  179 386 -517  1
3885500 2480500  7  9 19  31.9 1002 142  2.2 3 12.2  40   59  116 389 -506  1
3885500 2480500  7  9 20  30.9 1002 124  0.7 1 12.1  41   18   50 385 -493  1
3885500 2480500  7  9 21  27.5 1002  31  1.6 2 12.7  49    0    6 379 -480  1
3885500 2480500  7  9 22  25.8 1002  58  0.7 2 13.5  61    0    0 372 -469  1
3885500 2480500  7  9 23  24.8 1003 106  1.7 2 13.3  65    0    0 366 -461  1
3885500 2480500  7  9 24  24.1 1003 169  1.1 0 12.9  66    0    0 358 -455  1
