     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3885500 2480500  4  5  3  11.0 1013 220  3.3 8  7.4  90    0    0 312 -359  1
3885500 2480500  4  5  4  10.9 1013 216  2.6 7  7.4  90    0    0 317 -357  1
3885500 2480500  4  5  5  10.8 1013 207  2.6 7  7.4  91    0    0 313 -355  1
3885500 2480500  4  5  6  10.8 1014 208  2.7 8  7.4  92    0    0 317 -353  1
3885500 2480500  4  5  7  10.7 1014 218  1.9 8  7.4  92    0    7 319 -353  1
3885500 2480500  4  5  8  11.0 1014 228  2.7 8  7.5  93    0   39 318 -355  1
3885500 2480500  4  5  9  11.5 1015 272  2.8 8  7.6  91    3  139 319 -364  1
3885500 2480500  4  5 10  12.7 1015 264  2.9 5  7.6  86  136  231 310 -376  1
3885500 2480500  4  5 11  14.8 1015 246  3.6 4  7.7  78  381  186 302 -391  1
3885500 2480500  4  5 12  15.4 1016 200  3.6 4  7.6  71  334  258 305 -406  1
3885500 2480500  4  5 13  15.9 1015 218  4.2 6  7.4  67  163  321 314 -420  1
3885500 2480500  4  5 14  17.1 1015 243  4.3 6  7.4  63  113  305 323 -429  1
3885500 2480500  4  5 15  16.7 1015 240  2.9 6  7.0  59   98  271 326 -433  1
3885500 2480500  4  5 16  16.8 1014 245  2.8 7  6.8  58   35  205 329 -432  1
3885500 2480500  4  5 17  16.8 1014 240  3.5 7  6.9  58   28  155 332 -427  1
3885500 2480500  4  5 18  16.5 1014 260  3.3 8  6.7  57    9   84 332 -419  1
3885500 2480500  4  5 19  15.5 1014 255  2.6 6  6.8  60    5   26 325 -407  1
3885500 2480500  4  5 20  14.9 1014 226  2.0 7  7.0  65    0    0 319 -393  1
3885500 2480500  4  5 21  15.0 1014 182  2.5 6  7.0  66    0    0 318 -383  1
3885500 2480500  4  5 22  14.1 1015 173  2.5 3  6.8  66    0    0 311 -376  1
3885500 2480500  4  5 23  12.8 1014 179  2.6 3  6.7  70    0    0 302 -372  1
3885500 2480500  4  5 24  12.3 1013 178  1.9 4  6.7  74    0    0 302 -370  1
3885500 2480500  4  6  1  11.0 1013 221  2.6 2  6.8  80    0    0 297 -368  1
3885500 2480500  4  6  2  10.8 1013 211  1.9 3  6.9  84    0    0 292 -365  1
3885500 2480500  4  6  3  11.3 1013 212  2.6 3  6.8  83    0    0 291 -362  1
3885500 2480500  4  6  4  11.2 1012 202  2.6 6  6.8  81    0    0 298 -361  1
3885500 2480500  4  6  5  11.0 1012 204  2.6 7  6.7  81    0    0 309 -360  1
3885500 2480500  4  6  6  11.1 1012 204  3.3 7  6.7  82    0    0 313 -359  1
3885500 2480500  4  6  7  11.1 1011 212  2.6 7  6.8  83    0   25 314 -358  1
3885500 2480500  4  6  8  11.5 1012 219  3.2 6  7.0  84   29  108 310 -361  1
3885500 2480500  4  6  9  13.0 1012 235  4.1 6  7.1  80   60  189 307 -369  1
3885500 2480500  4  6 10  15.5 1012 209  4.3 6  7.2  71   95  261 312 -384  1
3885500 2480500  4  6 11  17.4 1012 214  4.4 5  7.3  62  192  311 316 -401  1
3885500 2480500  4  6 12  18.8 1011 214  4.5 5  7.3  56  494  209 319 -417  1
3885500 2480500  4  6 13  20.7 1010 204  6.0 4  7.4  51  504  219 322 -429  1
3885500 2480500  4  6 14  19.9 1009 224  6.7 4  7.2  48  459  225 323 -438  1
3885500 2480500  4  6 15  20.2 1008 228  6.1 4  7.2  49  160  305 325 -442  1
3885500 2480500  4  6 16  20.6 1007 216  5.6 5  7.1  47   77  245 332 -441  1
3885500 2480500  4  6 17  21.2 1006 242  6.2 6  6.9  44   57  181 343 -437  1
3885500 2480500  4  6 18  20.8 1005 235  5.2 7  6.8  44   12   94 352 -429  1
3885500 2480500  4  6 19  15.4 1004 212  6.0 7  7.3  56    0   14 350 -420  1
3885500 2480500  4  6 20  15.3 1005 220  3.5 7  8.3  76    0    0 345 -411  1
3885500 2480500  4  6 21  15.1 1005 231  4.2 7  8.9  82    0    0 347 -404  1
3885500 2480500  4  6 22  14.8 1005 227  3.6 8  9.0  84    0    0 354 -400  1
3885500 2480500  4  6 23  14.2 1005 227  4.8 8  9.0  86    0    0 361 -396  1
3885500 2480500  4  6 24  14.5 1004 231  4.2 8  8.9  86    0    0 360 -391  1
3885500 2480500  4  7  1  13.4 1004 214  3.4 8  8.7  87    0    0 358 -388  1
3885500 2480500  4  7  2  13.0 1004 229  3.5 6  8.7  90    0    0 336 -386  1
3885500 2480500  4  7  3  12.8 1003 217  2.8 5  8.7  92    0    0 301 -382  1
3885500 2480500  4  7  4  12.7 1002 217  2.8 8  8.6  93    0    0 319 -378  1
3885500 2480500  4  7  5  12.4 1002 237  3.5 7  8.6  93    0    0 340 -375  1
3885500 2480500  4  7  6  11.6 1002 245  4.2 8  8.3  94    0    0 339 -372  1
3885500 2480500  4  7  7  11.1 1002 221  4.3 8  8.1  95    0   13 347 -368  1
3885500 2480500  4  7  8  10.9 1002 221  4.3 8  7.5  90    0   35 344 -367  1
3885500 2480500  4  7  9  10.9 1003 230  5.3 8  7.0  85    0   84 341 -371  1
3885500 2480500  4  7 10  11.1 1003 234  5.9 7  6.9  83    1  167 333 -377  1
3885500 2480500  4  7 11  11.3 1003 240  6.0 7  6.6  79    2  207 328 -381  1
3885500 2480500  4  7 12  11.6 1003 228  7.0 8  6.4  75    0  195 337 -387  1
3885500 2480500  4  7 13  10.1 1003 224  7.8 7  6.3  77   16  269 336 -394  1
3885500 2480500  4  7 14  12.0 1003 234  5.9 6  6.4  77  143  326 324 -389  1
3885500 2480500  4  7 15   9.8 1002 241  4.2 8  6.5  80   13  224 329 -385  1
3885500 2480500  4  7 16  10.7 1001 273  5.1 5  6.8  86   92  235 323 -386  1
3885500 2480500  4  7 17  10.3 1001 255  3.1 6  6.9  86   34  163 316 -380  1
3885500 2480500  4  7 18   9.8 1000 246  3.5 7  6.8  88    1   68 323 -376  1
3885500 2480500  4  7 19   9.8 1000 272  5.0 5  6.2  82    1   23 316 -372  1
3885500 2480500  4  7 20   8.6 1001 275  0.9 6  6.1  83    0    0 310 -365  1
3885500 2480500  4  7 21   8.9 1001 261  1.8 5  6.5  91    0    0 309 -362  1
3885500 2480500  4  7 22   8.9 1002 306  1.8 7  6.6  92    0    0 315 -360  1
3885500 2480500  4  7 23   9.0 1002 275  2.5 7  6.5  91    0    0 325 -358  1
3885500 2480500  4  7 24   9.0 1002 305  1.0 6  6.4  88    0    0 320 -357  1
3885500 2480500  4  8  1   8.8 1003 288  2.3 6  6.1  86    0    0 316 -356  1
3885500 2480500  4  8  2   8.5 1003 321  2.2 6  5.9  83    0    0 313 -354  1
3885500 2480500  4  8  3   7.9 1003 316  1.8 7  5.8  85    0    0 317 -353  1
3885500 2480500  4  8  4   8.1 1003 315  1.8 7  5.8  86    0    0 322 -351  1
3885500 2480500  4  8  5   8.3 1003 327  3.2 6  5.7  84    0    0 318 -349  1
3885500 2480500  4  8  6   8.1 1003 338  3.2 7  5.5  80    0    0 318 -348  1
3885500 2480500  4  8  7   8.2 1004 320  1.9 6  5.5  81    0   25 318 -348  1
3885500 2480500  4  8  8   8.4 1005 304  1.9 7  5.6  82   10   89 318 -350  1
3885500 2480500  4  8  9   9.3 1005 333  1.9 7  5.6  79   37  164 325 -356  1
3885500 2480500  4  8 10   9.7 1006 334  2.3 7  5.7  77   10  194 328 -362  1
3885500 2480500  4  8 11   9.8 1007 325  2.8 7  5.6  74    0  138 329 -371  1
3885500 2480500  4  8 12  11.2 1007 307  3.0 7  5.6  71   22  258 330 -380  1
3885500 2480500  4  8 13  11.1 1007 322  3.4 7  5.6  67   28  264 330 -389  1
3885500 2480500  4  8 14  11.7 1007 341  2.2 6  5.5  65   84  265 323 -396  1
3885500 2480500  4  8 15  13.4 1008 354  4.1 6  5.7  62   33  222 320 -392  1
3885500 2480500  4  8 16  12.5 1008 343  3.7 8  5.5  58    0   85 324 -390  1
3885500 2480500  4  8 17  11.9 1007 350  5.0 7  5.0  56    0   81 320 -391  1
3885500 2480500  4  8 18  11.6 1007 332  3.6 7  5.1  58    1   66 315 -385  1
3885500 2480500  4  8 19  11.1 1007 357  3.4 6  5.3  63    6   25 309 -376  1
3885500 2480500  4  8 20  10.8 1008 344  2.6 7  5.4  66    0    0 306 -364  1
3885500 2480500  4  8 21  10.6 1009   2  2.6 7  5.5  68    0    0 309 -357  1
3885500 2480500  4  8 22  10.4 1010  29  1.8 8  5.6  71    0    0 314 -352  1
3885500 2480500  4  8 23   9.7 1010  28  1.7 8  5.7  74    0    0 317 -349  1
3885500 2480500  4  8 24   9.4 1010  19  0.9 7  5.9  79    0    0 314 -346  1
3885500 2480500  4  9  1   9.2 1010  41  1.6 8  5.9  81    0    0 315 -343  1
3885500 2480500  4  9  2   9.0 1010  51  1.0 8  5.9  82    0    0 322 -342  1
3885500 2480500  4  9  3   8.7 1010  37  1.6 8  5.9  83    0    0 325 -341  1
3885500 2480500  4  9  4   8.1 1010  50  1.6 8  5.8  84    0    0 327 -341  1
3885500 2480500  4  9  5   7.0 1010  70  1.0 4  5.7  88    0    0 306 -339  1
3885500 2480500  4  9  6   6.0 1010  72  1.7 5  5.6  92    0    0 289 -337  1
3885500 2480500  4  9  7   6.2 1010  61  1.6 6  5.6  95   22   40 299 -336  1
3885500 2480500  4  9  8   8.0 1011  66  1.7 2  5.8  92  127   91 287 -339  1
3885500 2480500  4  9  9  10.5 1011  77  1.8 3  6.0  82  220  142 276 -349  1
3885500 2480500  4  9 10  10.8 1011  66  1.9 6  5.9  73  156  245 304 -362  1
3885500 2480500  4  9 11  11.7 1011  53  3.3 6  5.7  68  193  295 321 -377  1
3885500 2480500  4  9 12  13.3 1011  95  2.6 5  5.7  63  369  267 319 -392  1
3885500 2480500  4  9 13  13.9 1012  65  1.9 6  5.5  56  255  323 324 -405  1
3885500 2480500  4  9 14  14.1 1011 101  2.6 7  5.0  50  100  309 335 -414  1
3885500 2480500  4  9 15  14.9 1011 250  2.4 6  5.0  48   73  269 335 -419  1
3885500 2480500  4  9 16  15.1 1010  73  1.8 7  4.9  46   29  205 335 -416  1
3885500 2480500  4  9 17  14.9 1010  72  2.6 6  4.7  44  106  168 333 -408  1
3885500 2480500  4  9 18  14.7 1010  79  1.7 4  4.6  44   94   90 315 -398  1
3885500 2480500  4  9 19  14.5 1010  73  1.7 5  4.6  44   11   32 308 -384  1
3885500 2480500  4  9 20  12.9 1010  82  1.7 3  4.9  51    0    0 301 -370  1
3885500 2480500  4  9 21  10.4 1009 128  1.7 4  5.3  62    0    0 291 -361  1
3885500 2480500  4  9 22   8.2 1009 212  2.5 2  5.4  73    0    0 279 -355  1
3885500 2480500  4  9 23   8.2 1009 211  2.4 2  5.3  79    0    0 268 -350  1
3885500 2480500  4  9 24   6.6 1009 207  1.1 5  5.3  82    0    0 277 -345  1
3885500 2480500  4 10  1   5.6 1009 196  1.9 1  5.2  88    0    0 269 -341  1
3885500 2480500  4 10  2   5.0 1009 199  1.8 0  5.0  90    0    0 246 -340  1
3885500 2480500  4 10  3   4.3 1008 231  2.5 1  4.8  90    0    0 242 -342  1
3885500 2480500  4 10  4   5.0 1008 216  1.1 0  4.8  90    0    0 239 -343  1
3885500 2480500  4 10  5   4.0 1007 192  1.0 1  4.8  90    0    0 233 -343  1
3885500 2480500  4 10  6   3.1 1007 182  1.0 2  4.5  91    0    0 233 -343  1
3885500 2480500  4 10  7   2.6 1007 153  1.6 2  4.3  92   27   42 230 -344  1
3885500 2480500  4 10  8   5.8 1007 167  1.6 1  4.8  93  132   94 222 -348  1
3885500 2480500  4 10  9   8.8 1007 168  2.5 1  5.6  87  274  126 224 -357  1
3885500 2480500  4 10 10  11.5 1006 183  2.7 2  5.9  76  412  144 240 -370  1
3885500 2480500  4 10 11  13.3 1007 171  3.4 2  5.9  66  529  150 255 -384  1
3885500 2480500  4 10 12  15.2 1006 207  2.8 2  5.8  57  615  145 263 -395  1
3885500 2480500  4 10 13  16.5 1006 218  2.8 3  5.8  52  642  145 275 -403  1
3885500 2480500  4 10 14  17.7 1005 220  2.9 3  5.6  46  622  140 286 -409  1
3885500 2480500  4 10 15  18.4 1004 214  3.0 2  5.5  43  548  133 284 -412  1
3885500 2480500  4 10 16  18.7 1003 205  4.4 2  5.8  43  444  116 280 -414  1
3885500 2480500  4 10 17  18.0 1002 224  5.1 2  6.0  45  293  106 277 -412  1
3885500 2480500  4 10 18  17.9 1002 213  5.0 2  5.9  46  140   82 269 -406  1
3885500 2480500  4 10 19  16.9 1002 200  3.5 3  5.7  46   28   37 273 -399  1
3885500 2480500  4 10 20  14.6 1002 202  3.5 4  5.7  50    0    0 289 -394  1
3885500 2480500  4 10 21  13.8 1002 223  4.2 4  5.8  57    0    0 297 -390  1
3885500 2480500  4 10 22  14.1 1002 213  4.1 5  6.0  60    0    0 307 -387  1
3885500 2480500  4 10 23  13.4 1002 239  4.1 5  6.1  62    0    0 315 -384  1
3885500 2480500  4 10 24  13.2 1002 239  3.4 5  6.3  66    0    0 315 -381  1
3885500 2480500  4 11  1  13.2 1002 243  3.3 7  6.5  68    0    0 328 -379  1
3885500 2480500  4 11  2  13.2 1002 226  4.0 6  6.6  69    0    0 335 -377  1
3885500 2480500  4 11  3  12.7 1002 222  3.5 8  6.6  70    0    0 342 -375  1
3885500 2480500  4 11  4  12.5 1002 249  5.0 8  6.6  72    0    0 355 -374  1
3885500 2480500  4 11  5  12.1 1001 220  5.0 8  6.7  74    0    0 356 -373  1
3885500 2480500  4 11  6  11.8 1001 237  5.8 7  6.8  78    0    0 350 -371  1
3885500 2480500  4 11  7  11.1 1001 287  4.1 8  7.1  83    0   19 349 -371  1
3885500 2480500  4 11  8  10.5 1002 103  3.4 7  7.4  90    0   56 346 -370  1
3885500 2480500  4 11  9  10.6 1002 254  3.6 8  7.5  93    0  100 343 -368  1
3885500 2480500  4 11 10  10.0 1002 270  4.4 8  7.4  94   19  191 342 -367  1
3885500 2480500  4 11 11  10.6 1002 277  4.8 7  7.1  90   75  227 333 -368  1
3885500 2480500  4 11 12  11.7 1004 273  4.7 7  6.9  82   14  238 329 -373  1
3885500 2480500  4 11 13  12.4 1003 272  5.9 7  6.5  73   25  248 332 -378  1
3885500 2480500  4 11 14  11.2 1003 279  4.5 8  6.0  70    0  136 334 -375  1
3885500 2480500  4 11 15  10.8 1003 246  3.0 8  5.9  72    0   94 334 -371  1
3885500 2480500  4 11 16  10.1 1003 248  1.7 8  5.8  73    0   92 329 -374  1
3885500 2480500  4 11 17   9.3 1003 278  4.5 8  5.6  74    2  112 325 -372  1
3885500 2480500  4 11 18  10.5 1003 239  4.3 6  5.3  70   47   67 316 -367  1
3885500 2480500  4 11 19  10.8 1003 236  5.1 7  5.1  64   11   23 313 -362  1
3885500 2480500  4 11 20  10.3 1003 230  4.3 7  5.0  62    0    0 313 -356  1
3885500 2480500  4 11 21  10.2 1003 214  4.3 7  4.9  62    0    0 310 -353  1
3885500 2480500  4 11 22   9.7 1004 214  4.3 7  4.9  63    0    0 308 -351  1
3885500 2480500  4 11 23   9.5 1003 207  5.0 7  4.9  65    0    0 306 -350  1
3885500 2480500  4 11 24   9.3 1003 205  5.0 8  4.8  65    0    0 308 -350  1
3885500 2480500  4 12  1   8.9 1002 197  5.1 5  5.1  71    0    0 299 -350  1
3885500 2480500  4 12  2   8.6 1002 204  5.2 5  5.5  77    0    0 287 -349  1
3885500 2480500  4 12  3   8.2 1001 213  5.2 7  5.4  78    0    0 293 -347  1
3885500 2480500  4 12  4   7.4 1000 206  5.2 3  5.3  79    0    0 281 -345  1
3885500 2480500  4 12  5   7.0  998 208  5.8 3  5.1  80    0    0 258 -343  1
3885500 2480500  4 12  6   6.8  997 230  6.0 4  5.0  80    0    0 262 -343  1
3885500 2480500  4 12  7   7.0  996 204  6.1 5  5.0  79    2   41 273 -343  1
3885500 2480500  4 12  8   8.5  995 204  7.7 7  5.0  75    0   59 292 -344  1
3885500 2480500  4 12  9   9.1  995 205  7.2 7  4.9  69    0  104 309 -348  1
3885500 2480500  4 12 10   9.2  993 209  8.9 8  4.8  65    0  119 319 -355  1
3885500 2480500  4 12 11  10.1  992 217  8.6 7  4.8  63    0  185 323 -364  1
3885500 2480500  4 12 12   9.8  991 217 11.1 8  5.1  65    0  168 328 -371  1
3885500 2480500  4 12 13   8.3  990 219  8.8 8  5.6  76    0  143 334 -372  1
3885500 2480500  4 12 14   8.0  990 214  8.2 8  6.0  86    0  150 334 -369  1
3885500 2480500  4 12 15   8.0  989 213  8.7 7  6.3  92    0  182 329 -366  1
3885500 2480500  4 12 16   9.2  988 211  8.8 6  6.3  88   25  227 318 -362  1
3885500 2480500  4 12 17  10.1  987 215  7.9 5  6.1  80   52  198 308 -360  1
3885500 2480500  4 12 18   9.9  986 218  7.6 7  6.1  77    9  102 315 -359  1
3885500 2480500  4 12 19   9.7  985 201  6.0 7  6.1  79    1   32 326 -357  1
3885500 2480500  4 12 20   9.9  985 193  6.5 8  6.0  78    0    0 331 -355  1
3885500 2480500  4 12 21   9.2  985 200  5.0 6  6.0  79    0    0 323 -354  1
3885500 2480500  4 12 22   9.0  985 199  5.3 7  6.3  85    0    0 315 -353  1
3885500 2480500  4 12 23   8.4  985 209  5.1 7  6.6  92    0    0 322 -351  1
3885500 2480500  4 12 24   8.5  985 215  5.7 8  6.6  93    0    0 327 -349  1
3885500 2480500  4 13  1   8.0  984 216  5.0 7  6.4  92    0    0 327 -347  1
3885500 2480500  4 13  2   7.9  984 223  5.1 6  6.4  94    0    0 314 -345  1
3885500 2480500  4 13  3   8.1  984 225  5.0 4  6.4  93    0    0 297 -345  1
3885500 2480500  4 13  4   7.9  984 233  5.7 4  6.1  89    0    0 281 -346  1
3885500 2480500  4 13  5   7.7  985 212  6.7 7  5.9  88    0    0 301 -347  1
3885500 2480500  4 13  6   7.9  985 205  6.1 7  5.8  85    0    0 320 -346  1
3885500 2480500  4 13  7   7.7  985 211  5.4 8  5.7  84    4   40 326 -346  1
3885500 2480500  4 13  8   7.4  985 212  6.7 8  5.8  88    0   57 333 -347  1
3885500 2480500  4 13  9   7.1  986 238  4.6 8  6.0  92    0   72 332 -350  1
3885500 2480500  4 13 10   7.3  986 238  6.9 8  6.1  94    0   89 333 -352  1
3885500 2480500  4 13 11   7.5  987 243  5.3 8  6.2  95    0  116 332 -353  1
3885500 2480500  4 13 12   9.4  988 239  5.3 6  6.3  89   13  263 322 -354  1
3885500 2480500  4 13 13   7.1  988 234  6.5 6  6.2  88   75  308 313 -356  1
3885500 2480500  4 13 14  10.2  988 242  7.1 6  6.2  87   39  280 313 -360  1
3885500 2480500  4 13 15  10.9  989 260  7.8 6  6.1  75   55  256 314 -362  1
3885500 2480500  4 13 16   8.7  988 265  6.8 5  5.8  75   99  219 305 -362  1
3885500 2480500  4 13 17   7.8  989 248  6.4 4  5.3  76  101  162 288 -361  1
3885500 2480500  4 13 18  10.1  989 231  4.9 3  4.7  65  186   63 276 -356  1
3885500 2480500  4 13 19   9.2  989 232  7.6 3  4.1  54   61   35 270 -348  1
3885500 2480500  4 13 20   7.9  988 202  4.4 4  3.8  53    0    0 268 -343  1
3885500 2480500  4 13 21   6.9  988 201  5.8 4  4.4  66    0    0 270 -340  1
3885500 2480500  4 13 22   6.6  988 211  5.7 7  4.9  78    0    0 283 -338  1
3885500 2480500  4 13 23   3.8  987 222  6.9 6  4.9  86    0    0 288 -335  1
3885500 2480500  4 13 24   4.0  988 227  7.1 8  4.8  93    0    0 289 -331  1
3885500 2480500  4 14  1   4.1  989 240  6.4 4  4.6  88    0    0 278 -329  1
3885500 2480500  4 14  2   4.1  989 232  7.7 3  4.3  82    0    0 251 -326  1
3885500 2480500  4 14  3   3.8  990 213  7.7 3  4.0  78    0    0 243 -324  1
3885500 2480500  4 14  4   4.1  989 229  7.7 6  4.0  77    0    0 257 -323  1
3885500 2480500  4 14  5   2.6  989 214  5.6 7  4.2  86    0    0 277 -323  1
3885500 2480500  4 14  6   3.7  989 214  6.9 7  4.6  94    0    0 284 -324  1
3885500 2480500  4 14  7   3.6  989 212  6.4 6  4.7  93    0   16 282 -325  1
3885500 2480500  4 14  8   4.8  989 236  6.7 7  4.7  90    0   73 284 -327  1
3885500 2480500  4 14  9   5.3  989 233  6.2 8  4.8  85    0  104 298 -331  1
3885500 2480500  4 14 10   4.3  988 228  3.2 8  4.8  88    0  167 304 -340  1
3885500 2480500  4 14 11   6.7  988 249  2.1 6  5.2  89  125  274 297 -346  1
3885500 2480500  4 14 12   8.2  987 198  6.1 6  5.4  81   20  268 293 -354  1
3885500 2480500  4 14 13   7.7  986 201  3.6 8  5.6  81    0  127 303 -363  1
3885500 2480500  4 14 14   8.7  985 191  2.8 7  5.8  83   25  257 308 -361  1
3885500 2480500  4 14 15  11.7  983 152  4.8 6  5.8  73  121  245 304 -359  1
3885500 2480500  4 14 16  13.9  982 170  7.7 6  5.3  56  218  174 306 -361  1
3885500 2480500  4 14 17  14.0  980 247 10.3 7  4.6  45   34  154 311 -357  1
3885500 2480500  4 14 18  13.8  979 243 10.2 7  4.4  44    7   87 315 -351  1
3885500 2480500  4 14 19  13.6  979 213  7.9 8  4.3  43    0   19 319 -346  1
3885500 2480500  4 14 20  12.8  978 194 10.8 7  4.5  46    0    0 319 -344  1
3885500 2480500  4 14 21  12.4  979 198  8.6 7  4.8  51    0    0 314 -342  1
3885500 2480500  4 14 22  12.6  979 212  8.3 7  4.9  52    0    0 315 -341  1
3885500 2480500  4 14 23  12.9  979 217 10.5 7  4.8  51    0    0 316 -340  1
3885500 2480500  4 14 24   7.7  979 214  9.8 6  5.4  67    0    0 307 -338  1
3885500 2480500  4 15  1   6.4  981 218  7.7 8  5.9  90    0    0 302 -334  1
3885500 2480500  4 15  2   5.3  982 217  8.5 8  5.4  91    0    0 308 -332  1
3885500 2480500  4 15  3   5.1  983 209  7.7 7  5.1  90    0    0 301 -329  1
3885500 2480500  4 15  4   5.3  984 223  5.6 7  5.0  89    0    0 294 -327  1
3885500 2480500  4 15  5   5.2  985 206  6.9 8  5.1  89    0    0 298 -326  1
3885500 2480500  4 15  6   3.5  985 191 10.3 8  4.9  91    0    0 298 -324  1
3885500 2480500  4 15  7   4.4  986 208  4.7 7  4.8  92    0   12 288 -324  1
3885500 2480500  4 15  8   4.7  988 195  5.4 8  4.9  92    0   47 289 -327  1
3885500 2480500  4 15  9   4.1  989 212  6.0 7  4.9  92    0   72 287 -333  1
3885500 2480500  4 15 10   4.0  989 221  3.4 7  4.9  94    0   98 282 -340  1
3885500 2480500  4 15 11   5.4  990 229  6.8 7  4.9  90    0  128 285 -346  1
3885500 2480500  4 15 12   4.8  991 216  3.3 7  5.0  89    0  180 286 -353  1
3885500 2480500  4 15 13   4.7  991 207  6.9 7  4.9  91    5  223 286 -356  1
3885500 2480500  4 15 14   5.4  991 197  6.8 7  4.8  86    5  208 290 -356  1
3885500 2480500  4 15 15   5.4  992 168  7.5 7  4.4  78    0  168 293 -355  1
3885500 2480500  4 15 16   5.2  992 187  6.7 7  4.2  75    0  146 295 -353  1
3885500 2480500  4 15 17   5.1  992 179  6.6 7  4.2  74    0  101 294 -350  1
3885500 2480500  4 15 18   4.9  992 170  5.8 7  4.0  73    0   48 292 -346  1
3885500 2480500  4 15 19   4.6  993 210  3.8 7  4.0  74    0   17 291 -342  1
3885500 2480500  4 15 20   4.3  993 183  3.4 6  4.0  76    0    0 283 -338  1
3885500 2480500  4 15 21   4.3  993 161  1.8 7  4.0  76    0    0 280 -335  1
3885500 2480500  4 15 22   4.0  994 179  2.1 8  4.1  78    0    0 291 -333  1
3885500 2480500  4 15 23   3.3  994 178  1.7 8  4.2  84    0    0 297 -331  1
3885500 2480500  4 15 24   3.2  994 193  0.3 8  4.3  89    0    0 297 -330  1
3885500 2480500  4 16  1   2.6  994 195  1.0 8  4.3  91    0    0 296 -329  1
3885500 2480500  4 16  2   2.5  994 158  1.0 8  4.4  94    0    0 296 -328  1
3885500 2480500  4 16  3   2.3  994 186  1.0 7  4.4  95    0    0 291 -326  1
3885500 2480500  4 16  4   2.3  994 156  1.0 7  4.3  95    0    0 284 -325  1
3885500 2480500  4 16  5   1.9  994 146  0.3 7  4.3  95    0    0 282 -324  1
3885500 2480500  4 16  6   1.6  993 176  1.0 7  4.2  95    0    1 278 -323  1
3885500 2480500  4 16  7   2.0  993 159  0.9 8  4.2  95    3   44 283 -323  1
3885500 2480500  4 16  8   3.2  994 157  1.8 7  4.4  95    2   86 285 -328  1
3885500 2480500  4 16  9   4.6  994 138  0.4 7  4.5  88    6  154 282 -335  1
3885500 2480500  4 16 10   6.1  994 174  1.2 7  4.5  79   15  223 287 -343  1
3885500 2480500  4 16 11   6.9  994 199  2.6 7  4.3  70   13  251 292 -350  1
3885500 2480500  4 16 12   7.5  994 173  2.7 7  4.3  66   16  275 298 -358  1
3885500 2480500  4 16 13   8.2  993 180  3.3 7  4.5  66   19  282 303 -367  1
3885500 2480500  4 16 14   8.9  993 270  2.3 7  4.4  63   38  281 303 -368  1
3885500 2480500  4 16 15   8.7  993 321  2.4 7  4.2  58    9  224 299 -368  1
3885500 2480500  4 16 16   9.0  993 167  1.5 7  4.0  56    8  183 293 -369  1
3885500 2480500  4 16 17   9.1  993 137  1.1 7  4.0  55   16  153 291 -365  1
3885500 2480500  4 16 18   9.2  992 119  1.8 8  4.0  54    0   49 293 -361  1
3885500 2480500  4 16 19   8.5  992 109  1.6 8  4.1  57    0   16 295 -355  1
3885500 2480500  4 16 20   7.8  992 121  1.7 8  4.3  62    0    2 291 -347  1
3885500 2480500  4 16 21   6.8  992 120  1.6 8  4.5  69    0    0 290 -343  1
3885500 2480500  4 16 22   5.9  992 128  2.3 6  4.6  75    0    0 279 -339  1
3885500 2480500  4 16 23   5.4  992 144  3.1 6  4.5  78    0    0 270 -335  1
3885500 2480500  4 16 24   5.2  992 137  3.0 8  4.6  82    0    0 276 -334  1
3885500 2480500  4 17  1   4.9  992 261  2.2 8  4.7  85    0    0 282 -334  1
3885500 2480500  4 17  2   4.4  991 290  1.7 6  4.7  87    0    0 273 -328  1
3885500 2480500  4 17  3   3.4  991 222  2.3 8  4.5  88    0    0 270 -325  1
3885500 2480500  4 17  4   3.1  991 249  0.9 8  4.5  92    0    0 273 -325  1
3885500 2480500  4 17  5   3.2  991  10  1.0 6  4.6  95    0    0 266 -323  1
3885500 2480500  4 17  6   3.2  991  21  1.7 7  4.7  96    0    1 262 -322  1
3885500 2480500  4 17  7   3.8  991 357  1.6 7  4.7  95    8   54 266 -323  1
3885500 2480500  4 17  8   4.7  991 349  1.6 6  4.7  90   23  129 265 -328  1
3885500 2480500  4 17  9   5.8  991 349  1.5 6  4.8  85   28  203 265 -339  1
3885500 2480500  4 17 10   7.6  991 255  1.6 6  4.9  79  137  287 270 -352  1
3885500 2480500  4 17 11   9.3  992 337  1.1 6  4.7  67  233  327 277 -364  1
3885500 2480500  4 17 12  10.6  992 156  1.9 6  4.6  59  187  369 283 -375  1
3885500 2480500  4 17 13  11.7  992  61  2.6 5  4.6  55  151  369 286 -385  1
3885500 2480500  4 17 14  12.1  991  68  1.6 6  4.7  53   34  297 290 -393  1
3885500 2480500  4 17 15   9.3  992  57  2.2 8  5.0  61    0  134 300 -396  1
3885500 2480500  4 17 16  10.1  992 183  4.4 6  5.1  67   31  223 297 -396  1
3885500 2480500  4 17 17   9.8  992 218  2.2 6  4.8  62   80  187 288 -391  1
3885500 2480500  4 17 18  10.0  993  38  1.7 6  4.3  56   21  108 283 -381  1
3885500 2480500  4 17 19   9.0  993 234  1.9 5  4.4  59   15   47 278 -368  1
3885500 2480500  4 17 20   7.6  993 157  1.6 7  4.7  68    0    2 282 -357  1
